parclab,parcf,parcr,parcw,parcl,parcs,parclspan,parlma,parf_auto,parf_fol,parf_lab,parTheta,partheta_min,partheta_woo,partheta_roo,partheta_lit,partheta_som,pard_onset,parcronset,pard_fall,parcrfall,parCI,parlidf,parcab,parRUB,parRdsc,parCB6F,pargm,parBallBerrySlope,parBallBerry0
568.66644,9.837807,1031.1302,38950.883,439.0642,25832.46,2.3867376,105.94339,0.3046241,0.43921152,0.5755368,0.072512925,0.003109599,0.00021003849,0.0016062595,0.0011268896,1.7137902e-05,148.82776,29.872341,234.32335,37.884956,0.91496587,50.530922,56.444763,52.664318,0.002581443,79.32144,1.5426403,5.0835447,0.115229264
343.23904,8.824696,1241.8932,27437.697,-173.88028,36409.64,1.3746158,122.14227,0.3359132,0.34962323,0.43302965,0.061562646,0.0043305242,0.00023427949,0.0025601257,0.0011242733,9.8619006e-05,140.15591,58.122375,248.07932,11.227554,0.76293886,59.43699,47.368374,64.18683,0.0027383952,72.57354,0.6984437,6.3489113,0.13723563
205.42334,9.436356,1437.7109,38904.47,-85.10621,23875.498,1.5950303,114.42812,0.30859938,0.34545103,0.5514634,0.06654463,0.00477918,0.0003635149,0.0035089387,0.0011504433,8.9586145e-05,155.47243,43.606255,260.70984,30.06066,0.8434293,59.23628,67.584984,49.64079,0.0032523824,108.34062,0.28179422,4.4810576,0.19183044
228.9849,8.8972,1133.7543,20762.066,-197.49039,33095.402,2.0667493,127.47401,0.35565615,0.3454939,0.41604212,0.07565798,0.0042710965,0.00029385547,0.00095021515,-0.00012143175,5.518906e-05,174.24617,54.19604,271.8185,0.43160456,0.82410216,66.54629,60.738472,60.92804,9.8165125e-05,82.43827,-0.24027048,6.080182,0.30782104
417.43985,8.399944,1026.8414,15204.41,79.52569,31593.613,1.6942551,114.94004,0.35248664,0.38125023,0.5233746,0.07650108,0.0034827762,0.00013562865,0.00316061,0.0010502688,7.17693e-05,162.70308,42.673435,265.46136,29.981655,0.9064305,54.81574,53.67232,47.581017,0.002239591,82.035706,0.7750124,4.9420733,0.03816015
222.35425,8.884056,1220.3767,35695.992,203.48491,33694.383,1.9904325,119.00401,0.3007698,0.32592124,0.53042275,0.06107612,0.0044267606,0.00015424936,0.003926936,-0.00057883136,7.243532e-05,155.19261,34.960712,267.7721,52.177883,0.77498436,58.874863,72.34308,58.77926,0.0028828632,62.513107,0.477676,7.494752,0.06192467
236.80554,9.296769,1267.2501,20158.545,114.91559,37426.15,1.5283431,136.20398,0.33150223,0.413308,0.4979913,0.07299865,0.0051451223,0.00014062187,0.0049206307,-0.0012489929,-4.966558e-05,161.76505,27.247385,243.78052,29.44359,0.8230232,57.404716,60.409134,64.18652,0.0026581157,79.72682,-0.3085165,5.984305,0.10088813
433.71408,9.679058,1166.2324,11033.869,68.11322,40436.07,1.3798382,129.73181,0.4006454,0.3306529,0.48107088,0.06643934,0.003887945,0.00023799417,0.0047295066,0.0010531439,-9.772149e-05,174.19765,45.973522,228.95474,-5.26056,0.88568145,60.400414,61.279514,42.334953,0.0027205446,62.40922,1.0788839,5.059261,0.14096612
625.9287,10.783019,929.6181,26085.668,-226.63245,28146.29,1.2966009,135.98021,0.39793393,0.31879103,0.49129412,0.06352432,0.004005185,0.00020315379,0.0034264359,-0.00018842434,5.942043e-05,192.03346,46.436493,259.65298,22.198446,0.86992943,55.51396,63.577778,61.38967,0.0008474365,107.405426,0.18350017,7.208622,0.14831646
61.318886,8.658517,1203.9335,30098.879,282.06543,19467.248,1.2026042,125.69916,0.30214727,0.30062944,0.42686635,0.07032721,0.003757578,0.00014207022,0.003339012,0.0008140385,2.0562207e-05,171.38893,44.953354,266.065,50.186665,0.81112176,60.03965,62.630764,52.901577,0.0025427972,74.50877,1.3586186,6.3025813,0.028413748
667.7508,10.9555025,1335.3043,22074.299,-175.2137,14414.457,1.6946868,122.29103,0.37883052,0.33824214,0.50458646,0.062504575,0.004377332,0.00024392149,0.0036452096,-0.0007511909,9.049424e-05,162.58255,57.76111,251.26958,30.075542,0.83431363,57.94019,68.59727,34.364048,0.0036086072,77.178505,1.6589365,6.111808,0.14434282
361.5798,10.656617,1422.2517,6823.9526,214.76837,28007.812,2.7264707,116.58311,0.2763046,0.3798788,0.45434988,0.07205879,0.004583527,0.000369682,0.003881501,-0.0011457361,0.000110596695,196.03911,33.119232,250.16168,21.664053,0.8518443,64.626945,60.818436,53.136314,0.003385507,60.69053,1.2696855,5.762657,0.19610955
633.59045,8.647388,1042.822,30332.105,-16.894506,12742.6455,1.5487723,120.814575,0.30931956,0.2655197,0.4799468,0.057986528,0.0046463166,0.00026745792,0.004664207,-0.0002898934,4.2468517e-05,141.90422,40.120144,260.04382,14.202717,0.82899797,58.317764,53.942974,54.155907,0.0045068446,80.67665,0.9468456,4.3345795,0.020466268
359.49457,9.85541,997.7403,29572.037,-45.28116,-3285.244,1.5901971,129.35359,0.3474813,0.33202848,0.4783113,0.06797519,0.0031107736,8.300577e-05,0.0025797929,-0.0005696662,-1.6302456e-05,164.35378,37.65561,214.42201,37.05771,0.87732893,61.801144,63.29904,53.53521,0.0031315915,73.805084,1.0227547,3.5254261,0.16301043
544.07874,10.941717,1458.1002,21369.652,-165.85252,12662.334,2.6198459,120.68792,0.34607002,0.36921343,0.4378553,0.06993133,0.0038838114,0.0003202892,0.0037193133,-0.00048224768,1.1565203e-06,175.9587,28.09696,240.60963,38.189312,0.80864143,55.389133,55.988842,66.26019,0.0005948685,72.07849,0.5213248,4.5838,0.03802333
678.0814,9.31221,1304.4117,13521.259,79.41478,13408.882,1.040178,119.83528,0.37630054,0.2914426,0.5179123,0.06443662,0.0038937023,5.487187e-06,0.002237677,0.00015806085,0.00014044798,163.52998,45.92934,216.82353,48.416527,0.91273034,63.191498,66.72464,52.929356,0.004654076,88.01417,1.694398,6.573629,0.32104564
423.8629,12.65256,762.352,15017.227,-204.55827,34737.36,1.1911179,122.59297,0.34543696,0.373956,0.49266002,0.075928874,0.0048935385,0.00015160286,0.0040841987,0.0009283893,-7.190037e-05,151.49269,29.126862,250.5665,9.820074,0.85701996,65.9644,74.26103,50.019485,0.0038094337,75.56965,0.824432,7.547749,0.14702927
192.63713,10.414538,1504.6783,28975.955,-99.21063,-3164.3096,1.5477124,117.41006,0.40222144,0.35497084,0.43476817,0.07375587,0.0035892017,2.452042e-05,0.0027484738,0.0020486251,-9.542645e-05,170.3368,50.05164,259.63806,32.55614,0.90843004,50.539635,61.699802,51.509052,0.0035783,82.6657,0.84582025,9.095754,0.1354263
497.479,9.471411,1688.2197,32826.426,-3.2542722,24137.643,1.3707666,116.95906,0.31737903,0.350405,0.55240047,0.05980545,0.0052153026,0.00012875718,0.001568517,0.0010795142,7.951535e-05,186.21191,46.077976,256.03033,23.5016,0.8490635,60.74052,55.633778,51.145603,0.0028041224,89.64742,0.1283629,6.940153,0.29498836
290.1167,9.370133,1212.348,26073.688,-231.4848,29010.5,2.0109336,120.57567,0.3025731,0.23051783,0.50641495,0.065833226,0.0056912126,0.00017913742,0.003831309,-0.0017891462,-4.0401734e-05,178.64252,38.89368,265.73544,22.364656,0.86392486,65.805435,56.79959,63.08637,0.0028468445,93.816536,0.949913,4.153451,0.03281117
586.3988,9.544523,1565.4725,8394.717,-282.16544,27403.541,1.2806417,109.914734,0.29852337,0.33395594,0.4754625,0.07630104,0.0057349456,0.00016102298,0.0035822268,6.414581e-05,0.0001481722,163.91176,46.814613,237.37082,40.65785,0.866818,63.17065,56.293385,64.01734,0.0037568323,75.43501,0.87999564,3.4172068,0.10873349
659.0481,9.147992,1468.1598,22106.367,19.974325,26040.547,1.569121,115.71671,0.37988433,0.36820394,0.49291733,0.07929409,0.0047785863,0.00028579377,0.0025085865,0.0009534005,-2.4800634e-05,153.95302,35.427444,247.5845,31.221357,0.87565273,77.59893,51.834988,43.105587,0.0027348013,74.83691,0.90242547,5.6114235,0.3130309
127.3677,9.279108,1253.8644,22952.691,184.9517,24318.6,1.6421249,129.90717,0.26438835,0.30505833,0.5786724,0.07201599,0.0052977423,0.00026535083,0.0037161948,0.0012664653,-0.00012744089,164.45113,43.496395,247.44629,18.308468,0.89349145,65.45262,60.923367,34.63143,0.0022139838,70.3986,1.7532203,7.779708,-0.024505096
527.54474,9.056529,1146.5001,20448.393,-155.51404,21928.416,1.754215,120.35312,0.29994926,0.4021596,0.40407485,0.063860916,0.0038842987,0.00016279165,0.004782204,-0.0015009262,8.15991e-05,195.21945,44.020473,254.97067,22.906311,0.8759652,58.7699,53.000904,44.284943,0.0050204494,99.96348,0.76880306,7.532046,0.13143323
86.1109,10.039922,1325.5216,21229.996,12.177884,18634.703,1.6923785,103.28729,0.3029505,0.33619446,0.51389164,0.080295295,0.0035564196,0.00026314202,0.005316732,-0.001280599,0.000101140875,173.41289,32.278706,256.14914,29.2586,0.8996309,56.58479,61.7925,31.71792,0.003369087,79.91357,0.2178749,7.5772943,0.30163145
138.39352,9.636134,1119.4329,25943.73,176.40523,15998.894,2.7556877,120.186615,0.3186126,0.40441072,0.54491484,0.06630242,0.0034937398,0.00016361412,0.0033668724,-5.915774e-05,5.1490995e-05,179.00702,45.014187,228.41277,11.583466,0.8417322,63.660595,70.73688,50.75718,0.0018140685,88.15654,1.0276057,4.9827204,0.20591769
248.68596,10.6056795,1314.4258,30555.082,77.85559,27811.197,1.7434336,115.15003,0.35492337,0.30818063,0.4582925,0.06382916,0.005010883,0.00032398672,0.0034050748,0.0010549232,8.22579e-05,169.55649,35.839413,236.46553,21.02105,0.81884366,54.549847,58.929054,60.303703,0.001698297,93.6797,-0.038333744,4.324866,0.22033091
493.7949,10.426381,1334.0302,19685.553,-12.170613,10270.7,2.1980915,93.62738,0.35319662,0.3191653,0.50223184,0.08083495,0.0034595726,0.00030775336,0.0032411176,0.00043285397,1.8069653e-05,173.75903,60.08238,231.62547,21.538126,0.86892354,62.040825,73.14716,64.88354,0.0041443985,94.9527,0.6513925,4.90577,0.09729968
612.4875,10.081543,1245.2445,20447.094,-204.89735,36418.57,1.6829258,122.29867,0.2928461,0.3288952,0.549201,0.07031277,0.002305814,0.00013583129,0.0027864398,0.0010196784,-6.5085364e-06,200.55235,40.200516,233.14638,25.181435,0.85882,58.40421,64.562,56.365532,0.0032446873,103.69293,1.5903312,4.170734,0.076948896
533.3217,10.748281,1291.0521,-545.43164,-158.22263,28049.818,1.6270491,119.37972,0.31925616,0.40885293,0.4852489,0.07293958,0.0019729547,0.00032147285,0.0040249787,-0.00034247828,8.954627e-05,163.13374,53.023216,219.38823,31.69366,0.8843432,70.67913,58.430775,47.227047,0.002717579,83.96988,0.5665953,3.168805,-0.10373885
510.76343,10.862694,1229.2356,25035.908,71.86217,16600.734,2.2641542,130.51312,0.30808306,0.27497578,0.5244492,0.07383153,0.002616898,0.00021108004,0.003428551,-0.00029050713,-8.5026906e-05,151.89291,55.073807,225.09265,36.191307,0.82460797,58.9819,75.47997,50.60022,0.0032563983,75.059845,0.43622592,5.814706,0.006127628
278.2303,9.58404,1049.0736,29911.633,-83.878716,25043.842,2.2262166,114.785034,0.43589655,0.33837658,0.5506262,0.07457111,0.0046209786,0.000112827285,0.004390031,0.00077745883,-3.2576074e-05,144.99529,48.33982,263.81308,26.037882,0.85449183,58.99104,76.63281,56.317978,0.0022823834,98.228775,0.33647552,6.7036247,0.23301768
299.01984,10.549263,960.4012,33776.684,8.582456,41744.348,1.10574,103.60261,0.3435428,0.3681269,0.5238734,0.0667524,0.0046878383,0.00028290768,0.004411653,0.0015603008,7.281532e-05,180.37846,35.144608,248.2267,30.032782,0.80709696,59.469288,56.45624,46.84967,0.004655816,82.317345,0.43591788,3.8838787,-0.013047711
569.3464,9.507393,1383.6255,11799.707,87.88461,29958.13,1.3459312,114.14542,0.3745748,0.38405836,0.52744955,0.06762571,0.003345008,0.00032950417,0.004296071,6.578915e-05,6.1347e-05,174.90645,55.79747,242.64233,25.640594,0.8924854,63.88215,59.66823,51.055904,0.0038555134,106.52092,0.6226995,5.3927827,0.19533242
305.69174,9.3760395,885.6565,6828.7793,-162.84682,19357.414,2.1188774,125.52491,0.36952084,0.34528115,0.55476403,0.06044208,0.0049539767,0.00040593825,0.002997,-0.00062511675,4.599116e-05,143.3431,41.06822,251.162,58.121338,0.803682,58.867523,54.05629,56.70647,0.003083074,98.758224,1.0824143,4.476763,0.090699576
411.9657,8.692402,1370.5328,32957.156,-142.71538,21292.77,1.6417255,123.20545,0.35969347,0.32519722,0.52023333,0.06759873,0.0054711252,0.00012426673,0.0026576812,0.0007326711,-0.00012610077,184.33488,42.167866,243.51804,1.081168,0.8054478,59.03132,75.98269,69.69473,0.0033941495,80.14907,1.9787258,4.787299,-0.009392172
573.60913,9.455869,1492.6654,9783.437,308.76947,27547.443,2.1884997,122.389755,0.33094725,0.37187,0.48482785,0.07443655,0.004991664,0.00026438068,0.0021061173,0.00019186112,4.70971e-06,160.48334,45.484516,229.60817,38.470146,0.8914885,63.483395,63.399426,51.88342,0.0023375363,94.02519,0.60738623,7.3300743,0.2890881
600.0285,9.874773,1193.9044,8477.285,190.28418,19526.578,2.6341953,116.26051,0.271404,0.37371612,0.5186593,0.066292815,0.0046598446,0.0003456392,0.0036669325,-0.00024535603,-8.694091e-06,178.98024,57.078796,238.1611,20.209854,0.84002006,58.102978,63.46636,59.824497,0.0036016395,102.32262,0.7471054,6.4191504,0.04250075
655.97125,10.51019,1094.1665,29162.697,275.9789,32611.262,1.1601855,119.5646,0.24244663,0.33211783,0.43014064,0.069031484,0.003016469,0.00029747825,0.004433917,0.00011931458,-1.3843178e-05,185.32219,59.00195,222.1519,15.388574,0.8567261,54.8887,53.01506,67.54891,0.002699357,76.62362,1.2830082,5.519277,0.0033991418
461.2916,10.786143,1274.8074,21811.082,-62.950798,9091.952,1.2908605,107.49965,0.307101,0.29365927,0.5230724,0.069457024,0.0043619885,0.00027333462,0.0042695845,-0.0011899333,0.00010900429,181.93771,47.401264,247.02171,30.648756,0.82223,65.72236,63.37548,37.90737,0.004000981,76.49591,1.3393477,6.5298095,-0.1754024
180.08626,9.517166,1504.655,28564.81,90.17395,16640.686,2.2856002,115.663216,0.34075886,0.2154295,0.50525755,0.065247595,0.0049224775,0.00014909534,0.002229001,0.000753089,0.00013687834,147.8585,41.88316,250.39168,40.376404,0.871344,53.40004,52.24715,54.588524,0.00506971,88.77904,1.8947178,5.8797793,0.25670224
360.05914,9.219469,1299.2102,34002.027,45.238632,29025.023,1.5351821,121.44412,0.32906845,0.31745723,0.42365724,0.06286481,0.0043098954,0.00015050166,0.003429853,0.000637246,-8.572847e-05,179.1969,50.37474,248.86813,14.137567,0.9058553,60.280075,53.404842,42.28986,0.0021866455,98.203835,1.2099274,9.0388565,0.01585905
105.64701,10.358937,1208.8761,22575.398,242.80264,35184.66,2.0868957,123.11071,0.294002,0.34093955,0.5755896,0.0702725,0.002808449,0.00040263537,0.00485696,-0.00081056304,6.0196147e-05,193.81845,29.927673,261.03702,10.11409,0.83014596,57.803097,64.91383,50.24945,0.0033528667,69.27872,0.8848978,5.7041464,0.052393056
427.81964,11.867686,1220.9847,23109.75,94.56814,14299.842,2.216449,120.3102,0.3673587,0.24833088,0.4924151,0.078250945,0.0036389416,0.00037614905,0.002412022,-0.00059276156,4.1406838e-05,190.18584,46.672268,258.76672,33.97623,0.78473145,52.02086,66.2883,56.72294,0.0020537286,88.35777,-0.50926685,6.7043133,0.2315161
267.18692,9.902859,1156.5118,14318.033,-28.745577,26226.0,2.7321496,137.39742,0.37292472,0.3889047,0.46942288,0.07038412,0.0033189147,0.00025123885,0.0044208006,-0.00020053834,-5.5873938e-05,204.99615,31.222687,245.0281,27.629902,0.7860551,62.406906,67.26383,57.649776,0.003933809,71.94517,0.526072,5.235189,0.18320765
481.28925,10.080174,1566.6029,14028.05,124.21996,23540.086,1.6902653,110.41243,0.39306203,0.42566153,0.5145417,0.061394967,0.0034027693,9.894576e-05,0.0046857945,0.00033249756,3.010651e-05,187.14224,38.307552,236.4999,30.554659,0.880441,61.157883,58.558315,47.958195,0.003762641,81.10236,0.97847444,4.332804,0.2067852
275.61432,10.114238,1398.0126,8959.066,-311.993,17337.21,2.0708108,129.41786,0.3112599,0.24664591,0.4635675,0.08153573,0.0040428382,0.00031742104,0.003839752,0.0007753815,7.4231146e-05,168.2474,48.099197,235.42622,0.7162271,0.8771442,72.219894,74.41259,43.12913,0.0049242293,75.820404,0.99119973,6.9837823,0.10046835
703.5426,11.6430025,1209.466,15465.1,-216.67891,22105.719,2.5147154,124.35584,0.23866566,0.30167082,0.53521264,0.06428944,0.004673273,0.00035440293,0.0030127908,-0.0002522889,9.06372e-05,160.5888,52.779984,241.05211,49.8712,0.8752662,60.875534,63.39801,53.43217,0.0032868844,81.66283,0.9820768,4.9875946,0.071498394
319.78387,11.342246,940.71454,13680.965,555.6694,3988.8748,2.456303,123.837715,0.39501706,0.3351108,0.5508248,0.08752379,0.0058956128,0.00023688025,0.0049239728,-6.502763e-05,-3.1118565e-05,184.9092,50.48868,250.095,15.845127,0.87334394,61.32806,59.586674,52.7784,0.002091831,78.391624,0.87884146,4.4415874,0.18496874
568.7302,9.983423,961.4687,16487.873,0.62092453,12211.46,1.2199432,132.17186,0.37422603,0.2880686,0.4733672,0.069211274,0.0044446886,0.00044815367,0.0039690803,-0.00031164382,-9.169668e-05,183.00304,53.455956,238.09622,46.067383,0.79920536,56.545364,66.13328,44.83037,0.0033005248,82.83578,1.0280209,7.2312474,0.27624053
262.05872,9.543716,965.7211,9979.994,-172.25711,20301.062,1.608752,117.51025,0.28578252,0.31580424,0.5209617,0.06845266,0.0046327836,0.00015623236,0.0028435162,0.00095816964,0.00015841672,182.48418,64.18838,245.8346,39.640034,0.8427156,56.76072,57.35128,41.495216,0.003147404,65.24222,0.9514335,4.630491,0.10586217
174.28912,10.187938,827.1861,26263.766,65.811005,24667.438,2.35526,115.344406,0.35937488,0.30810648,0.53298503,0.06994456,0.0046851016,0.00037858044,0.0040070666,0.0012118211,-3.5964284e-05,203.618,24.727207,202.12384,39.46654,0.81555843,65.81014,67.227776,70.74377,0.002149901,71.43642,1.7254817,7.0371394,0.06342356
296.45334,10.496791,1359.9491,14433.759,193.13979,25202.197,1.1387321,117.88958,0.31777084,0.36392918,0.495268,0.0731206,0.003966136,0.00025783337,0.003166319,0.00089304335,-3.97267e-06,159.23303,59.367664,246.97374,25.833271,0.809896,57.641933,57.597595,67.05748,0.0034630077,86.229416,0.2933984,2.7414968,0.14840984
622.1693,10.478628,985.66547,12097.747,103.16381,22905.727,1.0539669,127.37443,0.31272647,0.3609869,0.53519905,0.07417699,0.0035117879,6.672898e-05,0.0028903875,0.0016851941,-1.4493595e-06,166.40836,49.778675,208.65295,41.784157,0.80500126,54.62435,62.806683,54.101738,0.0034873486,82.76262,-0.040371712,5.069302,0.29848203
387.1655,10.826671,1507.4708,16657.072,299.60162,-2031.4406,1.6128814,118.90221,0.4280736,0.42551163,0.49531716,0.07401603,0.0036987104,0.00027525547,0.0043666954,-0.00018548168,-6.219228e-05,141.55406,44.106197,255.40039,29.04081,0.77295697,60.12854,58.591263,44.945183,0.0034299127,73.57565,0.75281346,7.621356,0.14682604
210.96713,10.179405,1065.8091,32166.352,230.23065,-4409.7983,1.5016025,132.73328,0.35574296,0.41395506,0.57682484,0.06713276,0.0035356982,0.0001233325,0.0018912914,-0.0018781973,-2.8239436e-05,202.26144,60.138454,233.00742,40.477688,0.8348463,56.751133,56.370087,66.86153,0.0025960268,71.148155,1.2104692,7.18691,-0.20528841
386.4654,9.449044,1313.3907,18327.314,13.996854,13221.912,1.7170258,114.1505,0.36802417,0.33429423,0.5653645,0.065481946,0.003553851,0.000118612785,0.0034818922,-0.0016487382,0.00012905998,163.58205,44.588127,231.57071,14.5947,0.9063178,56.940937,59.00489,51.555992,0.0017367128,70.833145,0.9831959,6.045267,0.013684273
113.20726,9.820947,1227.2526,18122.35,151.47417,23383.531,1.9369183,121.9575,0.33180007,0.26867366,0.48633283,0.06464181,0.004406919,0.00035368514,0.005010557,0.00074430625,0.0001164745,200.02716,55.069107,256.95697,15.180584,0.8399715,58.30936,62.172184,47.71558,0.0035896855,74.97619,0.73344904,5.6391683,0.06692234
104.87585,10.465583,1338.2844,28860.564,-428.83273,28302.527,1.334029,110.08688,0.31153938,0.37144464,0.49412787,0.076716416,0.0032992477,0.00018566399,0.0030387116,-0.00079097797,-6.850392e-06,167.65353,31.823446,258.7243,16.104519,0.8735185,56.605713,75.15507,54.575645,0.002687966,71.76331,0.9945022,2.930271,0.0997092
481.75443,11.21272,1197.8586,28612.166,182.43063,31775.832,1.5627875,109.46938,0.36506134,0.2590583,0.61295766,0.074270435,0.004488867,0.00022172685,0.0045474395,-0.00012656153,7.2284216e-05,172.74548,45.74662,267.16348,33.139236,0.89744914,66.70105,61.357697,44.852642,0.0013593521,90.460754,0.12071662,5.6577787,0.16517739
369.67316,10.177979,1341.4814,26892.96,161.41252,28398.865,1.5023206,124.25054,0.26261693,0.3505528,0.4687798,0.07664455,0.0024282013,0.0001863135,0.0033260502,-0.00012028367,3.0531846e-05,161.43204,50.95242,278.02914,11.067466,0.8002789,69.25722,65.81157,49.73974,0.003130854,84.45343,1.3720253,6.5172825,0.16599867
769.6189,9.326721,996.4487,19775.18,-128.84207,27164.244,2.6941898,124.341125,0.36099583,0.39759213,0.4881026,0.07380463,0.005128027,0.00026438205,0.0037715118,-0.00023920099,4.396174e-05,185.75183,54.362457,259.55237,4.685756,0.84491354,64.61626,59.930798,61.501415,0.0032969788,56.27425,0.940892,8.049864,0.09824935
596.3132,9.017351,1325.4277,6347.929,0.80943716,33200.36,1.1333293,107.4037,0.350882,0.3312969,0.4085,0.06762678,0.005769694,7.2288116e-05,0.0045395647,-0.0003462451,0.00012544621,142.66806,39.74697,247.04372,25.676037,0.8325951,62.330765,62.27522,53.63954,0.0020166736,74.71231,1.2145528,6.7390347,0.117596
820.1574,9.841449,1213.7292,17830.65,278.21863,22765.273,1.017267,149.0196,0.2894021,0.31494424,0.51334685,0.07028356,0.0033432003,0.000327368,0.003367984,-0.00020939443,1.7345117e-05,141.35297,56.734016,255.30945,41.626884,0.84013116,57.656425,59.779766,36.424305,0.0010402497,68.16052,0.34294975,3.3060253,0.07169426
353.22437,10.001383,1417.3246,-4659.123,-270.26486,23141.691,1.2951525,108.085014,0.29824346,0.31670803,0.44346324,0.060521744,0.0025466383,0.00039672188,0.0027015484,-0.0003520068,-6.0584316e-05,181.4134,39.558277,258.91022,40.21659,0.8603077,53.91976,51.051895,50.902966,0.0021983238,79.598694,1.3228942,8.143148,0.009996689
153.84377,10.673336,1145.2174,35331.715,207.64476,24153.697,2.0490012,106.10736,0.33981475,0.3858122,0.47304264,0.06376705,0.0023223641,0.0001823833,0.0015518917,0.00033060103,5.5830606e-05,210.50943,49.283234,241.4587,29.935953,0.8529258,60.89508,57.738815,54.0894,0.0038171455,81.53315,0.8049732,6.4875765,0.084486194
-26.62014,10.1116905,1002.47845,32713.455,-310.88364,24095.86,2.5931537,122.20399,0.3900708,0.37099287,0.55745775,0.06772438,0.0056221653,0.00022182759,0.0026206921,0.0010278067,7.712629e-05,177.8652,48.121826,192.11682,5.4302297,0.8390425,54.1439,67.57168,50.040688,0.0038359193,80.69328,0.48375612,4.3389378,0.09346998
266.27112,10.744301,1209.633,19865.854,147.90863,5244.7715,1.2882378,120.7548,0.3268061,0.32912838,0.49550307,0.06420559,0.0045946515,9.9394065e-06,0.0025064284,0.001091826,0.0001278584,177.59094,42.34537,268.6357,8.280895,0.8891846,55.842724,62.89243,54.386963,0.004022805,86.2824,1.0261916,5.068973,0.17221618
122.77848,9.461829,1317.8191,39825.69,130.1047,37127.703,2.6460736,99.22491,0.35126013,0.40206945,0.43779984,0.0644463,0.004483999,0.00029812916,0.00153693,0.0016772124,7.8005665e-05,153.8801,50.001484,221.92221,15.723869,0.86636,64.56644,59.694935,44.715843,0.0018805207,80.80011,0.5418213,5.8632574,0.0033534272
435.75015,11.026651,971.07355,23798.148,-34.48853,20839.166,2.2342594,111.34704,0.30904797,0.33837757,0.5430122,0.0715618,0.005008243,0.00029086054,0.0031404025,0.0006600955,-0.00012328943,151.82242,48.20481,251.75098,19.250874,0.83847636,60.47841,56.801876,48.521633,0.0010900241,84.57329,1.6158383,5.5481567,0.15925303
563.0719,9.388114,1271.5106,35554.43,-339.35245,32444.275,1.1287918,130.66266,0.35001647,0.33299983,0.46521768,0.066245966,0.004580311,0.00011409648,0.0035647359,-8.848214e-05,-3.3438966e-05,182.17294,46.750828,220.99565,26.430487,0.81019425,68.27073,73.81489,52.451965,0.0033728564,63.691235,1.049113,2.0666108,0.09870645
329.637,8.235958,1444.2128,21048.988,62.72915,19349.424,2.1441958,117.63587,0.31685674,0.3368989,0.4751566,0.07286497,0.004285713,0.00024909218,0.0032122545,0.00086760346,-0.000107461026,161.46771,54.0328,218.0188,18.768913,0.79711264,61.942028,60.8159,52.54424,0.0016462705,89.852844,0.8148992,4.4339795,0.054337557
110.07406,8.499014,1216.3518,16142.562,138.48283,20239.355,1.7483653,119.30337,0.37187427,0.41013578,0.44268948,0.0757557,0.00524765,3.623571e-05,0.0019574922,-0.00048278194,4.2781972e-05,134.56421,39.75888,272.25607,45.711456,0.7923885,58.311638,69.543724,36.926243,0.0036028372,73.186646,0.605811,5.693138,0.13777635
366.30737,12.243205,1176.6837,15615.296,110.16686,28928.209,1.114896,106.2864,0.3885665,0.3655025,0.5293945,0.0788538,0.003990429,0.00027983345,0.0029029655,-0.00033651045,0.00012140098,194.66986,37.191612,240.92519,25.786583,0.8747417,62.27207,66.281845,61.70591,0.0023441582,81.46356,1.0191509,6.054844,-0.009447874
318.4484,9.510321,1193.25,14550.685,141.49133,25857.857,1.2734603,112.84795,0.38142282,0.35567233,0.61333495,0.06498764,0.0055708503,0.00022598117,0.0018381889,-0.00017134227,2.0573996e-05,169.42192,35.67981,242.07982,11.964696,0.80276245,60.66077,61.123505,38.606846,0.0033856593,75.01502,0.9302902,6.9268727,0.07386299
336.25546,9.479938,1110.7772,7605.097,-169.44902,14383.863,2.3533802,118.138176,0.36804718,0.33332542,0.50122446,0.06735153,0.004997929,0.00014089618,0.0026367349,-0.0022434322,-5.2160438e-05,171.22017,41.417057,268.28397,27.313261,0.7915481,62.5222,55.69219,52.892532,0.0025368892,79.29087,1.477666,3.3717372,0.10925793
228.18095,10.291276,1105.7639,5627.223,54.55197,9886.228,1.0450672,101.283806,0.47108373,0.2852408,0.49922374,0.066821426,0.00429975,0.0003556719,0.0044553876,2.333262e-05,8.8927896e-05,143.01608,21.350716,256.968,28.580688,0.91379154,51.40128,62.980682,48.02379,0.002309626,84.74588,1.0817053,6.6423206,0.13938567
656.3848,10.804169,851.0378,50049.625,-179.74492,10266.728,2.7372246,119.14471,0.3888315,0.35712054,0.4290294,0.06788195,0.0045203045,0.0003028821,0.0036707164,3.8994574e-05,0.00013395652,172.27876,47.756973,258.04257,21.554005,0.88184047,53.337246,67.23041,59.436245,0.0019650413,78.87225,-0.086860105,7.0965176,0.15015465
643.2621,11.164071,1064.7357,29314.545,73.77989,16902.81,1.2102053,135.53156,0.31118917,0.3164725,0.3863112,0.07276783,0.0047120224,7.169345e-05,0.0016424119,-0.00014559258,-4.5519773e-05,172.1818,52.561615,246.34712,30.122494,0.79795307,56.306385,52.45079,45.54781,0.0022343195,79.85058,1.1345055,5.879735,0.22139393
