pft,sw,par,ta,vpd,wds,lai,sza,vza,raa,CI,lidf,cab,lma,RUB,Rdsc,CB6F,gm,BallBerrySlope,BallBerry0,an,lst,fpar,ref_red,ref_nir,brf_red,brf_nir
12.0,635.5,1154.2515,7.34735,6.5112,3.5064115,0.5,41.42557873971842,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,1.7889992779603516,6.298779727717999,0.2928698280594521,0.06837638373491876,0.2826966128134116,0.07612173288555857,0.273608368467212
12.0,1.83415,10.335335,19.7095,13.711,4.9037925,0.2,72.60168583931201,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,-0.02967832629373522,18.409504578557517,0.13484237124828372,0.08245062150523579,0.210897974133448,0.08670519459573416,0.21359292985945655
12.0,0.0,0.07120763,13.0965,7.17185,3.5910635,0.2,90.0,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,-0.031973605498361285,11.8426064544567,0.1325516395040584,0.07667162812883842,0.2072374114967245,0.002210511026316824,0.1808413212843152
12.0,946.5,1641.247,26.1325,22.2915,1.4043125,0.6000000000000001,21.282837617096813,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,4.123420312677599,24.90127871332919,0.338850698827317,0.06455415221697823,0.3000070418048758,0.07291291277535766,0.2858759126452571
12.0,303.06,626.1113,13.4655,4.45945,4.5008490000000005,0.4,35.976486706518706,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,1.6035652302340724,12.305364895957723,0.24244752053737215,0.07272786274509761,0.26251441323412616,0.07978742230838189,0.2580912177802006
12.0,59.643,143.8474,21.231,9.22485,5.689154,0.5,45.96450661315996,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,0.9072068704273681,20.015096859000835,0.29315158333658514,0.06835584212761188,0.28268373508770267,0.07607132016159703,0.27360221281885005
12.0,194.395,338.91700000000003,15.314,2.51575,6.4289415000000005,0.7000000000000001,73.1707905535205,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,2.4243106168614093,14.234154175494382,0.3946932527891517,0.06037007836893362,0.3149101716884637,0.06811346090364442,0.29671971143938364
12.0,764.975,1246.2505,9.8384,9.92095,3.273324,0.2,47.08198138682934,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,0.8225343273555972,8.663976554212809,0.13057665470624508,0.08245032165530908,0.20925317325479031,0.08696194835727944,0.21082694845689118
12.0,594.2,1007.7211,4.3253,6.887700000000001,3.7300385,0.5,49.5173361524213,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,1.5650992015084577,3.313015169267146,0.29345145427581815,0.06834056843228194,0.2826935103620616,0.0760294555960895,0.27363701567116105
12.0,822.11,941.83545,15.7645,13.554,2.68812,0.3,40.64638066580525,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,1.5454618050706486,14.541535164619859,0.18858071685318867,0.07739335542206391,0.23827162825423773,0.08338157989989867,0.23751519075970406
12.0,913.03,1648.5015,11.4915,9.698,2.89344,0.5,29.89035656089696,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,2.1752959452832483,10.393291607464448,0.29243053865121055,0.0684429171496667,0.2828221919314262,0.07626166356336045,0.27380455645755053
12.0,30.747,54.620345,10.2635,0.217935,6.500945,0.3,72.21161748852634,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,0.35704388915186885,9.108320216667892,0.19453555211461898,0.07733969357202318,0.2400766000632991,0.08295688283992149,0.24068742573215438
12.0,369.78,624.5985000000001,-1.13245,2.42715,3.2566845,0.6000000000000001,49.27950324146729,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,1.3973137097606203,-2.043700840817394,0.34016680056315435,0.06433751857464438,0.29953380125663437,0.07247011625924679,0.28514648831143563
12.0,0.0,0.0557992249999999,11.303999999999998,2.2879,1.5735264999999998,0.8,90.0,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,-0.11312081239963112,10.01449148562466,0.4280452205710473,0.04606494688350529,0.3600620646219174,0.0014905294080545166,0.21438150492230795
12.0,0.0,0.069694505,5.47215,2.69375,1.696275,0.4,90.0,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,-0.037525671133831186,4.297102948452732,0.24615331636276852,0.06359865580201927,0.2682343545826746,0.0019237295284299796,0.19359514741536035
12.0,10.5645,20.58612,19.5935,4.415340400866131,3.9384075,0.9,72.80612808248837,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,0.193792786945698,18.519969396217334,0.4733694357546972,0.05372122845935115,0.33584786637723857,0.06142474641181214,0.30548284947518883
12.0,1018.0,1836.3985,9.22805,7.919449999999999,3.059836,0.5,32.991768035013216,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,2.006737918448314,8.157050131895858,0.2925189716331466,0.06842189630464074,0.2827744259440837,0.07621996888607778,0.27372524582913677
12.0,234.495,384.8978,12.6735,8.62135,3.912974,0.4,38.18942914321675,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,1.4471246588421958,11.523055450391098,0.24252250527759447,0.0727182342963878,0.26250147272440166,0.07976618330157234,0.25807088867769323
12.0,828.335,1506.3855,19.998,13.49,6.9332065,0.6000000000000001,30.31,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,3.421783642915654,18.837774907679943,0.3390589563584888,0.06445411370467964,0.29973277395235826,0.07272645424021422,0.285408394508509
12.0,263.115,464.87235,3.58595,5.22655,3.096621,0.5,58.89663577467877,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,1.3515739778818414,2.5819683608575588,0.2947813433669127,0.0682995884947501,0.28284411927699477,0.07589236982485699,0.27397840576852694
12.0,90.6675,135.460055,12.062,4.020849999999999,2.5359435,0.3,74.93211266683515,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,0.7308421601162662,10.883757187310778,0.19725503414639411,0.07734142266076416,0.24112912884885504,0.08282608086446709,0.24247986317058093
12.0,990.65,1611.8125,16.856,12.3615,1.9997345,0.5,26.08,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,2.706310974944417,15.69341259501033,0.29234086705454826,0.06847411141316488,0.28289884994190395,0.07632147094167706,0.27393495142451935
12.0,503.64,913.2927,28.1075,20.0355,8.341377000000001,0.3,39.855757431487184,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,1.8245128125726024,26.731237272460817,0.18855323945906857,0.07739564402489083,0.23827120629344067,0.08338731621761153,0.23751422997270216
12.0,433.815,564.94395,2.1972,1.6547999999999998,2.1102715,0.3,69.32383873741534,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,0.8460362528511614,1.1441209125847536,0.19279327486045583,0.07734077994930659,0.23944863108467696,0.08304957968169441,0.23960076605758654
12.0,512.17,754.65915,14.9025,6.0073,2.6828555,0.8,53.43609596036399,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,3.5375846693563093,13.869227400714635,0.42462840775082983,0.05720599923262893,0.32538421255818734,0.0655818202697349,0.29931347222458815
12.0,388.92,726.98895,24.077,8.20835,3.8795725,0.8,73.64823818745853,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,4.0191275767863415,22.925587309344962,0.4366655370214993,0.056882907258634936,0.32646179263783864,0.06461403753700519,0.3024491256387256
12.0,609.8499999999999,1153.245,24.537,10.4342,2.8629905,1.1,51.26285571785969,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,6.089022707603504,23.463931678046436,0.5295287624977537,0.0485233786657741,0.3507207278003792,0.056408613753889086,0.30662498801186916
12.0,0.0,0.15097095,16.678,0.8831,1.0258045999999998,1.9,90.0,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,-0.38641590781274887,15.250287561352991,0.7250747592301134,0.027246957516483265,0.49380398396624137,0.0008556698653750365,0.24827267099603292
12.0,580.05,1044.8005,9.46595,6.53885,5.1545025,0.3,58.844068958200936,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,1.1656437083914513,8.321628686714405,0.1899157673414582,0.07735317765372125,0.23852413068598874,0.08323128055895335,0.23797139138787415
12.0,206.215,316.75655,12.2695,8.193950000000001,1.145535,0.5,71.16587838902092,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,1.7101814239223647,11.15758997595259,0.30043106358219956,0.0682199649851192,0.2840609790708281,0.07549614996267995,0.27638794569248976
12.0,65.0625,116.9218,24.3995,17.0925,3.10546,0.4,71.8636864172702,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,0.7948218253880412,23.102894546687594,0.24971828015365405,0.0726011659463881,0.2641877975830694,0.07919505927715845,0.2612238947621468
12.0,618.37,1072.1796,19.5575,12.296,4.233563999999999,1.8,37.50477491415926,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,8.46436339772092,18.52360368083913,0.7018502869186956,0.03510320024492268,0.3794708922989582,0.040312074639856095,0.3008164503107666
12.0,643.9,1247.2115,31.4205,21.286,5.0060415,2.1,39.7468014058921,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,10.771254313345205,30.191569066494367,0.7541357879599722,0.03126881836631523,0.38561612338784024,0.035171907780482396,0.29625230995198987
12.0,535.455,939.68205,18.3185,12.8425,3.6365635,1.0,43.05912608465119,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,4.857728143348977,17.29926150222576,0.4959860548286193,0.05125787768303656,0.3438044632782241,0.05948501384578021,0.30559433471706354
12.0,662.16,1197.2334999999998,30.929,17.887999999999998,2.1166715,2.1,48.7700368523164,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,10.807500550608735,29.70133982907703,0.7549779252840851,0.031168505488260178,0.38533902456516916,0.034989906132595235,0.2959594460570795
12.0,642.79,1207.8325,27.254,13.447,4.849093,0.8,55.02173340210274,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,4.897878999313124,26.08037136580475,0.42491975954173916,0.0571933850266286,0.32538178390924855,0.06554896421402108,0.29934274518621207
12.0,660.285,1133.8935,25.169,6.72215,1.876033,1.9,55.06926986495292,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,9.660054167295366,24.04502930558135,0.7225235150391747,0.03352383664130996,0.3812060275448896,0.03812046778099713,0.2987492424995324
12.0,772.25,1455.55,29.801,27.8185,2.63646,1.0,40.2952947872462,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,6.552983373108255,28.655654710352565,0.4957693522578629,0.051281419418757024,0.3438665055723287,0.05953304640123148,0.30567129266512794
12.0,75.899,119.2995,18.709,11.962,3.0192765,0.9,76.69952040147085,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,-0.18913798327157605,17.633520216909403,0.4657376780658493,0.04298144727761242,0.37818094577294903,0.06074968744216979,0.30816684788163806
12.0,369.71,671.2876,25.24,9.6237,1.7026505,0.8,67.90523650643931,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,3.9093368372272668,24.082961516137118,0.42996998261072306,0.057041181486656926,0.3256927139877236,0.06510478544810637,0.300443542304863
12.0,107.513,166.3483,3.6327,0.049845,2.8922585,0.2,62.76096606332107,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,0.4461443594646416,2.537523172852218,0.13183159094892025,0.08243728063036691,0.20964717942175412,0.08685853212575669,0.21149505180727418
12.0,603.785,1058.1767,24.951,20.616,1.8530365,0.8,48.53156164476138,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,4.578837729104836,23.80473473372882,0.4239494772642157,0.05724197516658557,0.32541871990645976,0.06567015849440798,0.2992954559264603
12.0,208.32,320.15175,17.5445,7.59615,4.683510500000001,0.4,70.27085382573291,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,1.5665479499586303,16.3321175857713,0.24848595357343178,0.07260883329235736,0.26381943966741683,0.07926673909528523,0.26055711906771184
12.0,626.2,1132.765,26.633,20.7445,2.312048,1.7000000000000002,42.58248866853933,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,8.904711709311336,25.53198972433961,0.6823000268987929,0.036538493628658804,0.3767065921712935,0.0421398441462466,0.30211378234142755
12.0,423.4500000000001,610.9259999999999,8.31225,3.4064500000000004,4.1549665000000005,0.4,72.02127014237175,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,1.4241046386058098,7.213170436634698,0.24985446821883048,0.07260032265740864,0.26422881010299665,0.07918724090538794,0.2612977758345504
12.0,154.54000000000002,248.4014,1.004135,1.9022,3.7051065,0.6000000000000001,72.02127014237175,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,1.4059024853623472,0.061916344914209276,0.3489119092625501,0.06415089730189179,0.30086806729839105,0.07177927729763699,0.2881018945950204
12.0,0.375695,0.093942685,5.3004,2.25525,5.273971,0.3,90.0,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,-0.027798991992154857,4.137725117040247,0.19151588343103712,0.06968986031391625,0.23924474016083527,0.0020601686167633945,0.1874380501318863
12.0,0.0,0.064030655,17.531,0.17435,0.80160375,2.4000000000000004,90.0,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,-0.516453235889761,16.074486219021537,0.800349438457511,0.024568849789404483,0.523738759512748,0.0007067271629604989,0.25586734879407047
12.0,592.5439759906035,1027.2347842464087,20.173158175754708,13.372894341117163,4.151489515894879,0.9,47.029676407472905,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,4.688254464647144,19.109742270545212,0.4613779515829755,0.05411498242611882,0.3353568536969797,0.06248369524141442,0.3031673897594952
12.0,406.215,702.9978,16.938000000000002,2.1377,2.7129615,0.8,72.69345441715463,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,3.5722684044203437,15.869898278621008,0.43506536444560173,0.05691931168591765,0.32625607204327084,0.06472676171101772,0.30193971614301335
12.0,0.0,0.0868228,-4.7079,2.3852,4.3097395,0.2,90.0,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,-0.008784469571718093,-5.727531709394043,0.1325516395040584,0.07667162812883842,0.2072374114967245,0.002210511026316824,0.1808413212843152
12.0,166.125,254.5109,1.02757,0.000766,3.9194225,0.3,62.47103884715809,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,0.6838154539494293,-0.010306852079736473,0.19055803137290492,0.07734767565706797,0.23870889944954313,0.08318472360857751,0.23830046338964522
12.0,0.0,0.07328613,-3.74385,1.014895,2.087511,0.3,90.0,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,-0.014193372000963574,-4.785859664434724,0.19151588343103712,0.06968986031391625,0.23924474016083527,0.0020601686167633945,0.1874380501318863
12.0,10.372738732253625,14.352367722866802,-1.3480692137429204,2.548612750777529,4.29427139103775,0.3,90.0,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,-0.01703378045754756,-2.4221452227601503,0.19151588343103712,0.06968986031391625,0.23924474016083527,0.0020601686167633945,0.1874380501318863
12.0,354.27,797.1784,-15.8625,0.5257050000000001,1.6164513548419115,0.3,64.15462829348984,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,0.314353760181681,-16.68435261774846,0.19094452864965702,0.07734539156403558,0.23882673386317918,0.08315886445158427,0.23850930739088694
12.0,288.16235,610.6154579500001,21.565375000000003,8.857751017,1.4806225,3.5,38.04859348882907,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,8.85284399912334,20.178011246462404,0.8952532477084483,0.021645905919438633,0.3986434941845899,0.021054784551592744,0.28267394102111887
12.0,103.767285,228.2511,24.782345,9.740133765,3.3619995,1.6,49.101736321386255,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,3.131568819774568,23.711088787943538,0.6616625361558681,0.03808736159465164,0.3735631753808696,0.044062766428392804,0.30335551889324425
12.0,-2.4115995000000003,0.0,11.610615,4.8922481335,1.4413655,0.4,90.0,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,-0.05776687025363158,10.353449343352679,0.24615331636276852,0.06359865580201927,0.2682343545826746,0.0019237295284299796,0.19359514741536035
12.0,530.43655,1108.580438,28.90629,11.97690779,2.3833595,2.7,40.86340326814092,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,11.185138014754726,27.568391092359263,0.8311801384657361,0.025890244522676645,0.3935212087298432,0.027528494850144837,0.28900063470317167
12.0,374.5658,753.5691637,20.259635,4.5497504825,1.01644205,2.1,57.07969758154276,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,7.770987139995198,19.15180832630341,0.7564501578893975,0.03105727081788517,0.3850535867644812,0.03478360145806062,0.2957896227094401
12.0,317.4723,662.6731500999999,28.619415,21.741522885,2.286538,1.3,59.16712717403808,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,5.516698428912062,27.513244645417103,0.5899862799686726,0.04371221360042807,0.36167213061496306,0.05079545288866254,0.30651827369825585
12.0,402.07945,780.1041166,23.224975,13.29220669,1.5124855,1.8,48.60700936902234,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,7.516024012144786,22.14471310227708,0.7028645200000143,0.034980757751371744,0.3791152388866794,0.040085446395452334,0.30041303208131875
12.0,899.4473,1858.551433,27.32198,18.36268898,1.3350845,2.5,27.297577146914648,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,13.425618681181923,26.05530424634128,0.8083335859831612,0.027584068303322398,0.3918249007345394,0.030050160033625005,0.29175213684027945
12.0,212.55875,455.6545548,27.081785,10.395550475,2.068357,2.4000000000000004,45.19667800352218,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,6.249271407235857,25.833517279649072,0.7969629269745422,0.028214253857770523,0.39000665783003485,0.0308821184360262,0.29213571393356985
12.0,719.8075,1471.574,21.45246,4.5960271795,3.621293,0.8,46.66526922741905,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,4.511022741898023,20.346056976621526,0.4237458983820247,0.05725517773371674,0.32543819843457356,0.06570096365790688,0.29930596170054896
12.0,104.6747,234.4888371,20.62501,7.6421962805,1.423451,3.5,46.281207260711824,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,4.417741371298169,19.248359208325837,0.8956736626168255,0.02156440049131191,0.39848661057601925,0.02091429252291724,0.2825061474253701
12.0,846.92665,1733.217,22.223155,12.60466375,2.2924525,1.7000000000000002,36.60747075676409,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,9.158622066281652,21.17381550730545,0.6818690008062447,0.03660422160779473,0.37690385043442964,0.04226083078901996,0.302367293925178
12.0,691.03075,1307.1661370000002,27.52941,14.59629834,1.6681625,1.8,23.063611712447194,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,9.698727539608045,26.411561146089923,0.701256659749439,0.03532080910553701,0.3801320338382207,0.040698732552703475,0.3018397364446915
12.0,575.99935,650.4604,23.652,5.676376398,3.5480075,2.4000000000000004,28.361095669290275,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,10.669437507713097,22.45285667959854,0.7960391409161046,0.028419181322160116,0.3905497283107301,0.03124318882226317,0.29286286164842745
12.0,317.07135,639.9227293,17.669555000000003,8.7234034635,5.374786,0.8,57.48721468726606,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,3.369145349785075,16.603785455330126,0.4254497233353129,0.05717247815462514,0.3253860682193169,0.06549293038769662,0.2994109019416255
12.0,740.59115,1516.512,25.519995,20.13881622,1.503877,1.2000000000000002,38.29520860663504,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,7.037366008118495,24.451141732184055,0.5585336893732177,0.04619558308929103,0.35707182402727355,0.05388787930168035,0.3072746029941709
12.0,272.68305,571.65985,19.51461,5.13682823,3.323918,0.9,67.71014310396387,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,3.6396143981514917,18.44941553863299,0.46771016989030384,0.053875618219513394,0.335411755086394,0.06186032138480205,0.304064781179614
12.0,359.98315,734.08157625,25.457135,16.157396585,5.1567165,1.3,59.0542253350083,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,5.876496892769091,24.385712530525495,0.5899502526201515,0.043713957072174514,0.3616751886802729,0.050799285373244865,0.3065173248091441
12.0,680.54795,1258.9158105,25.421775,10.193580685,1.1299855,1.8,36.60747075676409,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,9.351803448164244,24.32180854702517,0.7017975880527196,0.035113477337988364,0.3795017613819795,0.04033067104353679,0.3008588929320494
12.0,4.2160255,14.1522985,22.777565,1.7869011645,2.006112,2.1,48.68138498898548,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,-0.34658746346001207,21.645956662872152,0.7549667499439994,0.031169539165297896,0.38534179272707053,0.03499180291655883,0.2959617725191284
12.0,347.8155,712.7867,17.01659,1.894758002,2.090612,1.5,33.35071518640664,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,5.736411221972797,16.045189069641822,0.6374255952818901,0.04001768088435294,0.3707212977452181,0.04657650441096573,0.3053068089252646
12.0,148.92539,325.88578485,21.068755,0.957674587,1.619066,2.6,59.78024810899205,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,5.342107689543054,19.840393997379635,0.8230385697341018,0.02638328566068017,0.3919426066816503,0.028178199695904557,0.28966117210075826
12.0,826.1912500000001,1700.6215,24.80029,19.051905245,2.5110210000000004,1.7000000000000002,29.3517499556474,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,9.533250563387245,23.724835324087735,0.681521810089642,0.03669794179276065,0.37719080432728963,0.042429247238779,0.3027950469841571
12.0,117.4423,178.18745,22.8435,4.1431141305,2.128387,2.4000000000000004,32.88934757458024,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,4.271733139602919,21.65232856871205,0.7962011697795711,0.028354625918171075,0.3903770108423846,0.03113022431083244,0.2926008501129418
