pft,sw,par,ta,vpd,wds,lai,sza,vza,raa,CI,lidf,cab,lma,RUB,Rdsc,CB6F,gm,BallBerrySlope,BallBerry0,an,lst,fpar,ref_red,ref_nir,brf_red,brf_nir
3.0,111.166,226.677,6.944,0.285,3.1875,2.7,65.72176979778892,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,4.115588389241834,5.868455275889801,0.8358681716436588,0.025519835502366937,0.39271350654666,0.026873008139000912,0.28869238465146435
3.0,124.706,263.94100000000003,12.73,0.4682029267565099,4.8025,3.5,32.60344195206213,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,5.177696652755657,11.46613221434859,0.8950743742198357,0.02170690647629367,0.39876384917777535,0.021160162870485638,0.2828389144381321
3.0,561.1495,1118.998,10.6595,3.44,4.0285,1.5,37.26936239931924,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,5.660520323771301,9.75721708997321,0.6376431043168913,0.03997227338328171,0.37058080225895546,0.046493231947906076,0.3051041612185966
3.0,343.647,722.876,22.159,8.219999999999999,5.273,2.3000000000000003,54.57394439758056,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,8.203037613458742,20.987668530032863,0.7850478065590157,0.029021410505322472,0.3883456260214735,0.03198018827292563,0.2931542043719717
3.0,609.4780000000001,1217.4375,13.7725,6.255,3.334,2.4000000000000004,50.58172543394224,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,9.109456238116545,12.684929626088888,0.7975601496555955,0.028153002628742547,0.38985162300289955,0.030772375706046573,0.2920041325381802
3.0,225.881,467.11,14.3295,5.465,3.65,3.1,66.28510264350463,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,7.238327730415281,13.085623203227897,0.8718814861242552,0.023088727050404458,0.3959866225800506,0.02323285842828222,0.28530985970892236
3.0,179.472,335.539,18.0035,1.865,2.794,4.6000000000000005,32.76509776488801,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,7.021603944306861,16.5628290751917,0.9425929656331136,0.01849997201768798,0.39875633429823243,0.015918881440657475,0.2752030448279439
3.0,256.201,563.905,15.0105,5.62,4.8195,3.1,29.51627312849833,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,7.8366711064363805,13.777903500639013,0.8671288958458384,0.023587408090108095,0.39698375540013486,0.02409773365390015,0.2859084932702774
3.0,108.4415,258.937,16.436999999999998,0.575,1.521,3.3000000000000003,37.36195344797501,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,4.660350645926857,15.149942744106681,0.8822427209005198,0.022509107642230172,0.3978590055766796,0.022412249517100497,0.28409804820911905
3.0,727.255,1478.347,17.340000000000003,11.34,2.596,2.5,50.27327271178969,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,10.740072133305656,16.187271489754323,0.8098055640389275,0.027305733730974245,0.391111635554724,0.029560078548276802,0.2908593136995619
3.0,241.049,506.395,22.1705,8.15,5.0225,2.8000000000000003,66.18275943276906,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,7.510924401831366,20.877222473532015,0.8459753792860284,0.024833574269675716,0.39364567612942036,0.025857033579189722,0.2877731603871664
3.0,571.2529999999999,1191.045,16.1315,6.465,3.1755,3.2,59.9218434388996,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,11.18255371308134,14.854495582301922,0.8773757487844631,0.022723830122831596,0.3968393163613481,0.022699743678165414,0.28450085097782707
3.0,347.934,740.1800000000001,21.912,7.619999999999999,5.813,2.8000000000000003,56.223882374104086,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,9.10969351859156,20.634182474953263,0.8428886949753809,0.02503602783691266,0.39404847679846194,0.026213879089460195,0.28775308868757926
3.0,652.3699999999999,1300.1819999999998,-3.948,1.955,4.015499999999999,1.0,55.62009805870074,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,2.0826302378575425,-4.721509282141881,0.49774069642480623,0.05114554928130336,0.3435889435422381,0.05923458296842341,0.30547087693691577
3.0,759.2660000000001,1525.8964999999998,5.1015,5.67,6.902,1.0,33.18114396419678,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,3.255778827517142,4.231025340752808,0.4953625629716738,0.05134796387845141,0.3440584851282266,0.05966247945288055,0.30594812663722376
3.0,0.0,0.0,-0.952,0.5800000000000001,2.9665,0.3,90.0,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,-0.017549884753870117,-2.031370018880068,0.19151588343103712,0.06968986031391625,0.23924474016083527,0.0020601686167633945,0.1874380501318863
3.0,262.865,549.6085,-0.199,0.4449999999999999,4.056,1.0,50.67414656262901,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,2.204887448605656,-1.0133237117968292,0.49684281783333906,0.05119301980486006,0.3436601206768391,0.059344964554128125,0.30546606828548206
3.0,745.135,1423.719,-4.922498046990407,2.0566660647528545,4.7940000000000005,0.7000000000000001,52.076713128868136,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,1.4101962783757718,-5.75669526586222,0.3839685173058381,0.060625502826784056,0.3136059704176675,0.06895942318373877,0.29349608469825567
3.0,667.777,1327.629,10.92,9.25,5.971,1.4,31.21531737001428,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,5.603429825335266,10.019844739077541,0.6127649787459687,0.041951970449376236,0.3669495699777036,0.04895146422211974,0.30654102409372985
3.0,460.001,879.1,14.866969516910274,12.745741923914718,4.574999999999999,1.4,57.53602097467936,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,5.717190866757206,13.913240293302124,0.6158729172056869,0.04165483937706663,0.3661271083647468,0.0483693591625263,0.30568361200677824
3.0,457.059,916.676,21.4565,19.305,8.184999999999999,2.5,42.18221859754878,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,9.75657241332746,20.256411783003614,0.8090287564296432,0.027395165019309053,0.3913348145978454,0.029719011492306314,0.2910656229234309
3.0,454.33400000000006,913.8395,4.564500000000001,6.37,5.6625,0.8,51.73309508095053,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,2.453517803226907,3.649726593784237,0.42435998084376836,0.05721889170067822,0.32539222702350135,0.06561436900251298,0.29929654165058633
3.0,673.5889999999999,1292.4825,-5.8235,2.35,1.4375,0.5,55.62009805870074,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,0.9528143630507101,-6.71226985700406,0.29419749845636606,0.06831444170232322,0.2827641482576401,0.07594676668883023,0.2738046086308505
3.0,676.662,1376.7424999999998,0.5195,4.29,2.927,1.0,48.5842077317932,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,2.603849520755414,-0.3024117328462239,0.4965597544819472,0.05121129325967554,0.34369613031517376,0.05938564738175231,0.3054881185465355
3.0,89.72,217.722,16.7145,6.525,4.587,1.4,38.50878731437334,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,2.7212498193651626,15.748479132936382,0.6131600426851165,0.04186768976630316,0.36668766197722097,0.048796089795448784,0.3061580205078634
3.0,372.951,752.373,5.385,3.46,4.223625924781855,0.6000000000000001,44.21346654087436,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,1.8537890221720106,4.3964234863981915,0.33972268788309146,0.06436438788737309,0.2995484599495179,0.07253759555653772,0.2851367269944491
3.0,0.0,0.0,-17.211,0.815,2.605,0.9,90.0,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,-0.014330914555264812,-18.10823297434564,0.4657376780658493,0.04298144727761242,0.37818094577294903,0.0014049716521190912,0.21873370873167886
3.0,251.444,505.032,5.125,2.598937172283795,2.7955,0.5,50.61807858527304,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,1.4187581588713094,4.102942357960728,0.29355916678771404,0.06833589660821217,0.2826998480306485,0.07601588836629812,0.27365446880866795
3.0,842.04,1751.809,3.6395,4.82,4.1045,0.5,42.3880372310205,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,1.5608239176108833,2.635877209516707,0.2929234809655348,0.06837187560098124,0.2826922652674193,0.07611106658299617,0.2736038534989636
3.0,73.643,171.2015,2.553,0.315,4.140000000000001,0.7000000000000001,38.04460648591539,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,1.1128657913733087,1.6325206588513765,0.3827356534567348,0.06071499261877056,0.31373070044120316,0.06916779239512143,0.29359297993406586
3.0,467.794,893.3240000000001,-10.579239394804176,1.0648753535593554,1.355,0.8,67.49489660092105,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,1.1411377472558524,-11.324099887856164,0.4296592452850355,0.05704890152010143,0.3256616940290365,0.06512879554023165,0.30035647766209983
3.0,212.138,425.821,4.2535,0.92,0.9475,0.2,45.33830097757734,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,0.5507301323176094,3.150477810354346,0.13051223292160563,0.08245285061092418,0.20924023197533542,0.08697069753193958,0.21080537435840005
3.0,126.4975,293.726,8.2265,1.815,4.3145,1.0,50.67414656262901,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,2.3586039633716838,7.31778415583284,0.49684281783333906,0.05119301980486006,0.3436601206768391,0.059344964554128125,0.30546606828548206
3.0,778.6110000000001,1640.504,17.799999999999997,15.170000000000002,3.775,1.9,35.070012609037626,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,9.092592311284927,16.770689274766312,0.7203081897100023,0.033757963033878756,0.38186280199628486,0.03855358596819153,0.2994135246742252
3.0,118.1215,241.6,4.323,0.155,2.16,1.5,67.05902277085592,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,2.8827901066839376,3.4720972199161224,0.6448821239204471,0.039529199752906655,0.36956820073336855,0.045593377076362754,0.3047139962484752
3.0,302.15,610.0355,2.285,1.785,4.101,1.6,44.21346654087436,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,3.7915356260870037,1.4671261202281585,0.6610900252850541,0.038140454206529596,0.3737136823689881,0.044164787675664986,0.30350305061012706
3.0,547.435,1085.632,-12.922,1.42,2.0700000000000003,0.9,58.03382984808527,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,1.127944983780553,-13.613060871227447,0.4632655109186665,0.054019141272872495,0.3352505292456477,0.062252547092938836,0.3032272151869737
3.0,653.78,1271.381,-13.7265,1.17,4.2545,0.8,56.92514538434008,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,0.9659673061504531,-14.43073286347584,0.42532022300803807,0.05717740040331118,0.32538423440558556,0.06550627663046268,0.2993929125806417
3.0,61.635000000000005,101.9535,4.5455,0.815,4.799,2.7,72.79147639616416,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,2.7021249080443135,3.4826203836967693,0.8415172023885706,0.025198877575890385,0.3921286492873115,0.026306110208127256,0.2889555973080047
3.0,101.8505,222.01,4.347,0.945,5.989,1.7000000000000002,61.54519423629437,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,2.8506167271225626,3.4854823662786316,0.6860030170464992,0.0362819097034316,0.3760475841683196,0.04163964744791828,0.3017224919762176
3.0,0.0,0.0,7.42,0.355,1.9405,2.4000000000000004,90.0,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,-0.258712333297717,6.112585238859708,0.800349438457511,0.024568849789404483,0.523738759512748,0.0007067271629604989,0.25586734879407047
3.0,616.797,1300.768,20.6615,14.115,1.482,2.4000000000000004,45.07,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,10.41397790149843,19.492041881426132,0.7969517088523093,0.028215626674871153,0.39001020672992787,0.030884566427917197,0.2921392752611627
3.0,0.0,0.0,-4.5695,1.83,1.8835,0.4,90.0,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,-0.017757987815977205,-5.60924686726446,0.24615331636276852,0.06359865580201927,0.2682343545826746,0.0019237295284299796,0.19359514741536035
3.0,35.8875,81.285,3.7245,0.0,1.2905,0.6000000000000001,66.73499458427742,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,0.7036668799052018,2.7523812933213208,0.3445541198371058,0.06422190678730742,0.30004534703502994,0.07207744503087374,0.2863762142540382
3.0,161.97250000000005,322.469,16.8285,3.285,5.079000000000001,2.3000000000000003,64.9803641256904,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,5.387633861943906,15.709743777993708,0.7883496170966313,0.028817200495271193,0.38788270398208163,0.0316051470104383,0.29309212185091305
3.0,436.471,791.7155,2.136,3.235,3.558,1.2000000000000002,57.22532341707146,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,3.2075199555177405,1.3182441653842716,0.5611341748671713,0.04600159814624162,0.35660071762161205,0.05348355815360919,0.3068873097822403
3.0,193.8705,382.655,6.7995,3.3,1.5845,0.6000000000000001,72.80542156531683,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,1.6939588984611333,5.787452307531794,0.3498502346619112,0.06413609036157387,0.30105398075814777,0.07171765765187958,0.28848260213368276
3.0,111.1105,181.7995,9.207999999999998,0.28,2.356,2.4000000000000004,73.79738376770605,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,4.042398508841052,8.135805964891915,0.8095854413525013,0.02745987731659876,0.3884413694427369,0.029515754406868707,0.2922282403729486
3.0,89.9145,144.9765,12.787,1.005,6.213,2.2,74.91584267557373,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,3.4702984967855386,11.702433423900914,0.7853165299728961,0.02924952871645752,0.38530492247550757,0.031949728169318604,0.29490174233785144
3.0,0.0,0.0,2.9145000000000003,0.71,3.572,1.5,90.0,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,-0.116906955891648,1.7022186947417026,0.6427319411540803,0.031174327789410806,0.4589205639417799,0.0010229733957880865,0.23913078224873446
3.0,0.0,0.0,8.2865,0.24,3.873,2.2,90.0,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,-0.20884880587000854,6.971532251071324,0.7733332108696304,0.025427811944482175,0.5132567111501956,0.0007599261785627988,0.2532798175459581
3.0,515.974,1104.947,13.4245,4.53,1.8265,2.5,63.30798768959706,0.703125,59.765625,0.7171875,11.484375,73.1640625,84.3359375,136.328125,0.002536328125,60.546875,4.0838671875,11.07421875,0.73828125,8.76029182942908,12.309003215289351,0.8128397979335049,0.027094086616197024,0.39063369178187546,0.029179305298076223,0.2907275086403154
