like1,parclab,parcf,parcr,parcw,parcl,parcs,parclspan,parlma,parf_auto,parf_fol,parf_lab,parTheta,partheta_min,partheta_woo,partheta_roo,partheta_lit,partheta_som,pard_onset,parcronset,pard_fall,parcrfall,parCI,parlidf,parcab,parRUB,parRdsc,parCB6F,pargm,parBallBerrySlope,parBallBerry0,chain
inf,177.73033,2.0700107,612.8545,39998.96,374.51785,27887.398,5.0316195,59.90658,0.4327522,0.20129208,0.23800616,0.044761654,0.0043652277,0.00069058756,0.0032827067,0.007495975,0.00041051238,37.772724,87.25607,360.24042,82.50548,0.6451201,54.88997,50.07366,68.49359,0.007600646,97.00893,4.9304543,7.8315587,0.46477774,0.0
inf,41.019875,4.3045096,16.942019,70118.23,450.92004,91547.64,6.803051,58.342808,0.48485392,0.24035123,0.41738418,0.04264105,0.007285073,0.000878308,0.00030818765,0.0042880704,0.0009753108,94.223465,63.31988,189.39256,145.3214,0.88986146,23.383308,17.42531,106.3911,0.005238433,95.71683,2.4232976,4.4759355,0.18108556,0.0
inf,1603.374,7.904732,147.02155,16276.261,272.10065,62967.145,4.9952755,81.45804,0.65547955,0.32234764,0.12891552,0.067437425,0.009091525,0.0003525746,0.003863156,0.008982665,0.0007666847,67.20627,44.17338,341.59952,52.30992,0.7728938,21.134811,58.23524,119.479164,0.0078061176,63.074604,2.7321193,8.424563,0.5656142,0.0
inf,905.81854,9.629016,314.10425,12026.352,872.0858,42503.895,7.4094906,102.52533,0.6053326,0.38675544,0.21598062,0.045139797,0.0021883193,0.00086357957,0.005837336,0.0050231265,0.000996884,119.2771,37.285843,353.59406,112.94292,0.6982305,46.96438,70.63373,63.708595,0.006015211,72.63524,4.884879,2.884807,0.7945052,0.0
inf,16.980062,8.949159,256.39603,49215.05,733.58795,24374.15,2.4304378,100.0082,0.692743,0.21728535,0.32775825,0.043444753,0.008942798,0.00052154606,0.005593512,0.009239184,0.0007310571,28.149948,10.667914,243.68427,124.293495,0.7354975,6.218899,26.014303,86.28014,0.005483041,54.64081,4.415764,12.412196,0.10264528,0.0
inf,572.0281,6.5184393,596.5342,61748.344,1320.0793,54057.953,3.2856207,48.399662,0.6928008,0.020854844,0.1443451,0.07789771,0.005128546,0.00089637627,0.0034766304,0.0063902875,0.0009028536,6.8195925,29.673859,350.15332,99.67887,0.9488379,8.372456,41.27536,62.448986,0.005509812,117.137535,2.069059,4.7613544,0.57481897,0.0
inf,980.8989,7.8323607,283.79053,67415.08,1024.5042,71169.34,2.9764917,58.047016,0.56072617,0.13601689,0.24664576,0.06491316,0.0060983994,0.00032235385,0.0009554744,0.008020876,6.434757e-05,109.30747,78.6017,303.73083,134.6937,0.7889306,22.257507,32.816242,66.867134,0.0071312203,141.87088,0.8129386,5.094066,0.1164467,0.0
inf,393.0144,6.897557,1245.2545,25026.316,160.05142,66208.82,5.977142,110.80542,0.47663417,0.3780521,0.2926987,0.07869575,0.0038874825,0.0008270698,0.0025142485,0.0044562942,0.0008492486,81.946556,61.273884,336.5565,39.01228,0.66323024,6.1604996,31.265314,56.787704,0.007608485,128.9052,4.0990405,9.22114,0.63806224,0.0
inf,1985.9835,1.8094664,1343.7148,46263.41,1920.6991,88521.66,7.0981092,46.856518,0.31894976,0.32475442,0.02433235,0.05379418,0.0067243823,0.00061290443,0.0080061145,0.004761192,0.00073856465,60.49581,46.110428,296.5449,118.08321,0.9649952,5.9938793,53.22439,51.315044,0.00670534,76.69507,4.2045593,8.674242,0.2105615,0.0
inf,1419.0062,1.6177412,828.71704,74779.47,1966.6671,2561.805,5.4468727,20.107136,0.3207749,0.19708534,0.393117,0.050139222,0.0082575055,0.000120746736,0.006217062,0.00076654635,0.0008045932,120.23708,96.76818,307.99152,106.75995,0.6368934,34.40588,12.588646,60.0363,0.0010489613,122.5012,0.46048474,7.2481503,0.6001545,0.0
inf,1072.8744,7.2336416,288.0131,66583.97,490.55597,65579.36,3.282304,37.744335,0.56986326,0.37230897,0.44365004,0.030151596,0.004211167,0.0007491938,0.0061477604,0.0058742343,0.0002644693,61.592503,33.249424,233.81604,133.23206,0.97914904,14.903015,37.06504,144.81628,0.0035583184,126.629715,3.684288,10.580456,0.85582054,0.0
inf,163.96988,1.6486465,1998.4838,26613.234,1397.5422,33560.914,6.8937025,55.243114,0.3648958,0.34390333,0.25940606,0.07483834,0.0055464115,0.00076872617,0.00089520635,0.00815858,0.0005381222,107.30303,87.54334,353.47995,60.354,0.6814218,56.50618,26.262804,141.23863,0.007957377,106.83813,2.5831096,2.0943642,0.66064084,0.0
inf,458.39093,4.751974,388.1222,7481.154,1508.9067,6365.3447,3.586072,65.77414,0.68678045,0.30603305,0.2502397,0.07982864,0.0007349071,3.327576e-05,0.0048176995,0.004860416,0.00039649184,79.18487,36.79611,242.90364,136.1944,0.8323427,26.345137,21.535805,92.33351,0.0011930302,82.08402,1.9236665,3.0714893,0.48634946,0.0
inf,445.53348,6.6134257,1025.6547,33304.824,702.2789,11311.85,7.917369,25.690386,0.68762803,0.45498896,0.43082562,0.045758322,0.0025467922,0.0009302283,0.001997662,0.007584338,0.00051466306,71.17571,33.350048,182.9566,125.05562,0.96574676,33.145267,62.8649,102.1304,0.009635265,125.301094,2.7523024,14.434935,0.6705521,0.0
inf,6.1544857,5.7627983,607.8451,10592.33,986.8087,2976.8413,5.8718734,10.464894,0.48798922,0.16393669,0.42972323,0.06567518,0.0010559886,0.0007275867,0.0032284055,0.005619958,0.00080526096,145.36853,33.481464,354.9862,63.007305,0.91495186,38.898834,36.43851,100.28306,0.005165172,92.268936,0.6877735,14.25316,0.15260886,0.0
inf,1911.9597,4.713602,55.27322,91568.18,259.25403,66664.57,2.6538057,31.511772,0.30324104,0.2632601,0.23462048,0.018706169,0.0014786748,0.00050414575,0.0027935542,0.009829543,7.3156494e-05,157.59267,12.9993105,286.55017,88.83296,0.9952859,33.484333,71.916855,88.95596,0.0011385422,89.27611,0.05403203,13.394153,0.7911864,0.0
inf,1975.3428,3.1399088,1898.3887,15277.016,548.652,85976.28,1.6881623,35.42821,0.33619562,0.26216757,0.27914128,0.03766629,0.009969836,0.00077770354,0.0017659676,0.009204516,0.00061955757,170.47646,80.27119,283.59424,32.50227,0.8453507,19.032196,12.23644,103.764824,0.00024157582,67.25092,0.7981526,11.369711,0.44827706,0.0
inf,1549.522,6.4737024,1887.5034,6927.0737,360.37247,83736.305,6.932273,91.49057,0.5517758,0.0645206,0.12909216,0.04698563,0.0019483065,0.0003886004,0.00669355,0.00033557476,0.00073411997,147.1486,15.072529,225.05197,74.87585,0.83543885,38.355923,27.570723,125.66867,0.0021333897,129.27081,0.8587616,3.5686963,0.63361615,0.0
inf,1786.9092,3.1256444,1390.8583,18394.496,181.76483,44966.504,6.809206,13.391335,0.69384736,0.20897217,0.045631472,0.03507852,0.0034396285,0.0007755445,0.0056435377,0.009170589,0.00078084593,65.13389,58.44812,217.40335,116.5892,0.6641436,38.58132,43.386948,125.09423,0.004955092,131.27713,0.87730813,8.354785,0.8939296,0.0
inf,1312.6251,8.764746,467.09482,96247.34,1593.1422,97651.9,1.0127848,91.57001,0.6770066,0.043077793,0.19498628,0.072449856,0.0035849595,8.41191e-05,0.001192414,0.009101944,0.0006162041,5.673551,70.310196,229.54674,91.17023,0.691107,35.11359,43.683857,145.03041,0.0058794525,96.7268,0.6248096,9.301423,0.5262872,0.0
inf,339.72012,2.7847278,678.1611,78873.62,876.08014,56790.824,1.3974075,100.14851,0.6327877,0.28579977,0.12984696,0.03759465,0.0071188663,0.00014230503,0.0032043883,0.009482786,0.00025233917,64.85733,93.770355,352.4928,123.19352,0.9526815,19.157959,33.40937,103.192116,0.003412054,125.91767,3.8652802,0.15291485,0.09727013,0.0
inf,361.0698,4.147847,95.99984,49361.895,478.12402,25195.363,6.017871,113.41607,0.62607116,0.21136153,0.4230543,0.06686271,0.0015723207,0.00035757976,0.007654826,0.00023336455,0.00015482433,179.2463,37.73278,244.07597,145.04492,0.90355295,57.920456,67.02576,147.28717,0.0012062,140.1418,3.349986,13.966045,0.11784261,0.0
inf,927.11444,7.7421403,1985.4565,27520.613,1137.8672,6073.658,3.0031636,89.738205,0.52893573,0.17431721,0.04364264,0.07546813,0.0034305407,0.00089009904,0.009266521,0.0020180116,0.00028387614,75.68095,82.99354,233.73605,96.62908,0.81808656,44.318954,14.466475,56.074413,0.0025136964,90.74238,1.8865889,11.5744915,0.7728338,0.0
inf,1790.5835,5.985392,917.05664,28349.102,1876.1414,92953.45,5.5832944,50.087543,0.4662416,0.07726919,0.38896945,0.025701718,0.0027454249,0.00042680622,0.00890045,0.0034548582,0.0007149989,1.8281189,91.71775,246.47055,40.173435,0.8247971,7.6062937,74.397224,129.82193,0.0077764853,58.615597,3.9032204,10.259298,0.92488235,0.0
inf,1093.773,6.673864,370.36835,30737.184,981.5759,93463.12,3.500377,115.79124,0.56519324,0.46331474,0.114150904,0.044664197,0.008060618,0.0007054894,0.0065999627,0.00567748,0.00020673938,107.76831,99.31885,336.8976,69.47757,0.9222344,14.606008,60.426037,118.532,0.0056357714,92.74267,2.0576112,5.7990994,0.2672527,0.0
inf,1690.2948,1.4845706,1107.5443,9182.723,1714.3939,67850.03,7.428939,110.55404,0.3369176,0.07261455,0.074421115,0.07335678,0.0071853776,0.00023712055,0.00797953,0.005822804,0.00021642422,165.0121,70.28274,353.5856,71.91613,0.66697544,45.973526,20.539488,68.9116,0.004622348,129.16718,1.2375258,12.831353,0.9151478,0.0
inf,722.59735,5.3214912,1112.2412,76275.586,185.55327,59771.54,6.179276,99.97403,0.37344375,0.23723865,0.20208928,0.019007564,0.00042277342,0.00037445154,0.0015000992,0.0013301031,0.00035900727,139.72318,64.48451,221.30232,57.474457,0.70379966,27.56844,17.792576,98.23368,0.0022674736,146.9596,4.9752603,1.9490304,0.5055084,0.0
inf,172.89268,5.2938166,1098.2241,62456.355,1575.9768,91216.66,5.2929206,54.439842,0.37842208,0.1945944,0.43258563,0.03722314,0.004267139,0.00047006254,0.005171541,0.0023230293,0.0008504499,69.993576,11.312551,319.87103,135.5426,0.9393607,19.984688,11.30109,106.50776,0.005386971,142.89415,2.7771025,9.869156,0.64086413,0.0
inf,1750.2487,1.0163131,872.1578,58968.562,422.5522,23925.006,6.9969807,103.54854,0.3611556,0.22114916,0.2215143,0.04487263,0.009905688,7.01733e-05,0.0046834676,0.0065462794,0.00086601713,6.6713357,89.34811,329.41464,66.076,0.8290853,17.521942,54.861305,147.72682,0.0036836676,107.64533,2.082015,8.612518,0.54036516,0.0
inf,1953.2826,7.6854973,1469.6019,37582.906,21.05601,81463.1,4.974831,49.614773,0.33198187,0.09974532,0.40091524,0.07856257,0.0062911897,0.0007676683,0.008643932,0.0027750344,0.0003028705,174.06744,90.73099,348.87448,120.85668,0.6446091,45.46842,76.31356,103.04167,0.009174818,94.48755,1.9105148,3.7287695,0.5837654,0.0
inf,417.05817,6.1447544,637.6699,33148.87,415.4207,12574.956,2.829387,68.6126,0.4996418,0.2902154,0.022861408,0.05658894,0.0034352574,0.0008214046,0.00918156,0.0033717789,0.0007779349,67.198105,66.28316,182.82909,77.4568,0.9647931,19.952507,78.44897,112.33829,0.0066506453,54.421726,2.4154632,6.7372,0.96524507,0.0
inf,1783.3494,6.2223387,812.6472,41766.375,1475.385,33537.047,3.9300213,77.70189,0.58113146,0.42134148,0.015774345,0.052721072,0.006649673,0.00074644765,0.0030002536,0.0093724495,0.000498507,114.68804,98.67463,302.5339,29.478756,0.8059784,48.647892,62.681683,114.98713,0.00645955,66.99873,3.1545,8.086653,0.49713674,0.0
inf,1190.9448,7.1754932,1774.7236,20382.621,712.5245,46391.87,2.2909622,110.86087,0.56237775,0.08333499,0.04709822,0.053945072,0.0049111564,0.00091453525,0.007655306,0.009187725,0.00026884043,127.87099,46.066193,239.99286,144.37881,0.62558794,38.599155,79.60485,53.483433,0.009123608,121.59773,3.155997,8.368078,0.73061144,0.0
inf,460.1297,9.994971,1736.6852,14649.273,1595.5356,85976.48,4.286245,119.07598,0.3654865,0.20191753,0.48063314,0.06183201,0.004758042,0.0009396917,0.0023891467,0.0038412842,1.17667105e-05,111.31572,76.67291,353.28455,131.42642,0.70364034,55.05118,46.093338,81.39417,0.0067875194,50.526474,2.8427253,10.327622,0.28588855,0.0
