like1,parclab,parcf,parcr,parcw,parcl,parcs,parclspan,parlma,parf_auto,parf_fol,parf_lab,parTheta,partheta_min,partheta_woo,partheta_roo,partheta_lit,partheta_som,pard_onset,parcronset,pard_fall,parcrfall,parCI,parlidf,parcab,parRUB,parRdsc,parCB6F,pargm,parBallBerrySlope,parBallBerry0,chain
0.20311476,331.32697,9.077971,1092.7693,8424.788,100.52936,34318.746,1.3568097,132.5935,0.29290062,0.36023945,0.53761446,0.062023327,0.0031013992,-3.188848e-05,0.004883169,7.7878074e-05,-3.5557343e-05,190.63031,40.48857,285.0684,36.317852,0.84474677,61.511036,53.052612,51.045326,0.0019892447,84.60774,0.60413194,4.773541,0.02953141,0.0
inf,275.86533,10.76205,1349.0441,20872.873,-136.99234,40479.84,0.8878105,113.72465,0.31758267,0.3447283,0.5040959,0.06816386,0.0031749497,0.00012977232,0.0033001613,0.0007177128,-4.5328554e-05,182.27982,26.892149,217.84665,54.48566,0.8906394,66.95128,63.80382,45.008335,0.0031311782,98.03829,0.74994445,4.969995,0.16660169,0.0
0.99949056,-2.640689,9.212274,1329.9252,25051.191,246.78989,19303.285,1.4810032,109.18974,0.3479398,0.38469464,0.51474655,0.06363196,0.0027117506,0.00018414953,0.0042900406,0.0018329754,-3.6385816e-05,169.06871,41.719437,241.65073,27.702679,0.85248464,63.686253,73.021065,38.632877,0.0036906966,78.050125,1.4949145,6.2221146,0.21973002,0.0
0.2558309,259.5882,9.608089,826.5165,30832.264,414.19034,11950.991,1.863038,104.501434,0.3847789,0.3720254,0.47745964,0.07285611,0.003573383,0.00029847256,0.0035788317,0.00048087296,3.0048386e-05,182.0318,41.999947,268.11633,24.576233,0.892631,66.13505,57.189213,53.50215,0.003080986,89.76545,0.46351033,5.657765,0.17296126,0.0
0.00038941234,255.23143,9.545762,1332.4355,26118.707,334.82397,29743.29,1.9808184,125.19729,0.40284687,0.3004566,0.5208385,0.065856054,0.004268239,0.00014332253,0.0035093129,0.0023804372,1.8627062e-06,169.0321,46.95397,243.77866,50.685143,0.819796,56.74934,59.2693,61.48094,0.0019104747,69.769455,0.96110016,4.603253,0.12576696,0.0
inf,195.86554,10.134899,1336.6725,12545.561,-45.780922,31428.191,0.3993911,120.71418,0.39311406,0.32163885,0.58705723,0.08159674,0.0033393926,0.00020118452,0.0027861025,0.001268979,0.00017456037,137.34058,38.580814,244.68753,32.305317,0.8115152,68.828354,52.894615,49.67896,0.0037838428,84.381004,0.5477471,4.884124,0.05287843,0.0
0.05322368,494.8611,10.029503,1202.6715,27186.717,-296.3897,25514.488,1.1899633,127.54593,0.4076158,0.35563964,0.43079194,0.07339149,0.004505459,5.1592546e-05,0.0035591447,0.0010885779,3.5117544e-05,181.99136,45.572544,243.05402,28.885405,0.8671793,62.29442,64.28088,38.233055,0.0017422723,93.22636,0.52419096,3.2260714,0.06365099,0.0
0.9339211,13.451125,10.300556,1170.9075,45090.793,65.66027,25837.826,1.5931354,108.31986,0.3470365,0.41756842,0.50056684,0.06328561,0.004344961,0.00016011343,0.0047045248,-0.00040998476,-0.00015507323,175.18463,39.848145,244.63824,24.940575,0.8458765,53.711857,63.4363,47.641342,0.0032072393,80.649734,1.7151499,5.480883,0.29563445,0.0
0.9274149,435.74158,10.058788,1312.2268,28395.658,-44.557976,26474.615,1.4430497,124.385475,0.40625378,0.35224918,0.5493469,0.06111465,0.0039436137,0.00022978275,0.0035149404,-0.0006756426,0.00021656405,175.99252,46.209538,240.92099,21.660734,0.8306598,67.609184,53.991287,57.203346,0.003199543,68.041626,0.8969304,10.341488,0.11255665,0.0
0.33965972,324.82635,8.558613,1308.0498,30714.12,301.12378,-2252.1296,2.2108142,109.290016,0.35027486,0.389276,0.55763304,0.06747591,0.005477742,0.00018374411,0.0049391976,-7.981598e-05,7.2386516e-05,195.40553,30.024654,232.78769,21.198404,0.86540914,67.63676,61.02313,42.6547,0.0048990287,78.5816,1.1865138,3.507254,-0.07833822,0.0
0.897572,674.7491,8.845982,697.5489,20593.219,-54.180817,31770.805,1.9759414,110.853226,0.31920692,0.30906358,0.50053453,0.06190276,0.003346485,0.00014782649,0.0030760947,-7.6377604e-05,7.117232e-05,168.08636,38.59324,269.53912,8.226521,0.78882104,50.015682,57.95008,40.676525,0.0029906319,78.57613,0.75034314,7.1482716,0.057712495,0.0
inf,-57.952312,10.491624,1458.3627,22943.367,-37.33001,38335.715,0.70357466,113.43023,0.27554068,0.45566306,0.5394785,0.06821966,0.00341988,5.5061162e-05,0.0033440015,0.00041164825,-5.243296e-05,151.65475,22.336823,286.33295,44.070374,0.89513254,65.481514,64.139694,60.88662,0.0014904542,78.71364,0.798281,5.5112185,0.05770259,0.0
0.36972603,142.23367,9.717912,1071.598,29404.152,-379.87164,24692.22,1.5049229,133.27036,0.3967633,0.30755246,0.47268713,0.06533042,0.004780805,0.00016635924,0.0036597212,0.0016294925,-3.8337013e-05,189.74222,39.124203,242.5733,35.054405,0.8575925,55.483917,57.88572,41.49626,0.0042008096,91.34655,0.94941074,3.7564228,0.11679706,0.0
0.7641739,577.88635,10.354394,1111.9072,21885.816,74.638626,31726.625,1.7268207,108.641655,0.34400782,0.31058627,0.3913245,0.05781937,0.0036672207,0.00031282683,0.0027886336,0.00032531872,-1.7682332e-06,160.03976,39.779694,266.448,23.892656,0.77153254,56.507374,61.63635,56.910995,0.0017347583,75.60224,0.746857,5.5943356,0.048248738,0.0
0.4718647,373.49814,10.48244,1178.363,14904.618,-87.04391,13159.016,1.1447655,123.446594,0.4022615,0.3473726,0.5069198,0.06359463,0.0047264565,0.00014692722,0.0053205625,0.00046720184,0.00011062266,168.09154,51.9989,218.88054,35.76522,0.8071067,48.49813,54.939865,47.93982,0.001994337,86.22865,1.6157751,7.0524426,0.008949862,0.0
0.39730963,366.3583,10.436863,1192.3805,7960.4956,102.223114,21794.664,1.4675354,128.88913,0.33328375,0.43840158,0.5017086,0.07129293,0.004249972,0.00020114922,0.0029644014,0.0013244762,0.00011742702,185.72626,39.052658,246.88637,8.430913,0.8291349,70.020584,50.656166,34.506683,0.0011257132,78.769264,0.4200869,5.6922784,0.10661494,0.0
0.7744759,368.72495,10.239043,1140.6863,18591.113,295.67926,14478.579,2.9855647,129.86952,0.39331436,0.3353281,0.44257426,0.07504152,0.0060765957,-4.3318723e-05,0.0050299736,0.00030759195,-0.00015629608,151.82323,36.547623,247.9596,9.010657,0.8643048,68.81519,50.032776,41.160053,0.0019646597,81.979034,0.6328996,7.5389547,-0.0010856413,0.0
0.25219214,449.20578,9.966104,1250.6821,24262.41,112.19549,19338.227,2.4514349,111.61882,0.38936478,0.39268544,0.52611935,0.07532198,0.0039685247,0.00023656806,0.0043238653,0.0012948117,4.2393585e-05,191.7867,48.237915,231.82864,6.274515,0.85168934,61.879597,61.005733,43.483555,0.00049260544,77.72733,0.7099026,7.1460013,0.0992521,0.0
inf,282.5689,10.86866,1055.0958,20980.37,136.96365,23339.918,0.7470182,130.86783,0.3708977,0.26237082,0.49318117,0.071168184,0.0039307456,0.00021341574,0.0041107275,0.0027052609,-1.6916867e-05,175.20052,43.26756,241.18477,28.585154,0.871567,60.65127,62.573856,45.33191,0.0015512537,79.07,0.3893976,7.244223,0.27938175,0.0
0.63070196,72.41028,9.655112,1394.7152,21783.326,-178.34804,24698.393,2.5806804,133.43633,0.310562,0.35114786,0.46733359,0.070134714,0.0053166295,0.00033674715,0.0033219852,0.0012127304,9.773799e-05,190.75424,41.028378,230.82263,33.715405,0.9025713,65.28557,51.985176,51.749195,0.002997675,86.10512,0.47841746,6.22698,0.035084642,0.0
0.8329119,394.641,9.129153,1637.5796,-46.117462,171.81778,27716.432,2.0274804,119.06838,0.3659568,0.2666366,0.5294255,0.076467894,0.0044378308,0.00022614675,0.003921505,0.0006619236,0.00017715777,147.79825,46.22138,236.8203,53.995678,0.8776129,53.05529,60.684425,41.4227,0.0029796085,87.34478,1.1938901,6.9485755,0.18793845,0.0
0.13796589,239.33176,9.737618,1044.3668,5449.403,-54.760715,19917.182,1.1381601,122.47045,0.34530842,0.2763955,0.50990504,0.068892345,0.00328818,0.0002688218,0.0019989696,-3.406019e-05,4.32041e-05,164.27728,36.95042,254.1214,40.581078,0.87585044,54.042576,61.182316,43.549164,0.002869806,68.358505,1.1879982,8.347575,0.1918782,0.0
0.8004966,250.39037,10.620599,1680.1145,23214.744,-114.308266,34847.418,1.7115233,107.156006,0.35340658,0.40169296,0.6135606,0.071957275,0.0024130102,0.00017031579,0.0018999531,0.0015376625,-8.198013e-05,201.55055,24.588573,297.19604,52.383648,0.9145604,66.09548,67.38309,33.918377,0.0027902655,81.50683,0.8107406,6.1521263,0.13208634,0.0
inf,621.5888,11.921584,1128.383,13505.567,-88.60902,31535.842,0.6793804,134.33101,0.34642586,0.36570293,0.49849337,0.07496988,0.005519618,0.0002531535,0.0037292566,0.0005789802,8.549894e-05,169.42451,49.944073,240.58435,18.156668,0.92358214,58.53292,55.503914,49.856007,0.003301397,80.05342,0.07374179,8.190271,0.0718681,0.0
0.7624465,39.782505,9.922315,1169.0052,16928.918,-200.939,38797.125,1.4659694,132.92842,0.4026936,0.21845315,0.53353274,0.061389532,0.0051699285,0.00010858101,0.0031655105,-0.00023284636,2.888785e-05,148.08386,48.781532,225.8985,38.52115,0.8629705,61.330086,67.211464,49.974476,0.0032600272,82.51487,1.4006776,5.8800735,0.09748189,0.0
0.1567238,504.76358,9.906949,1329.9048,19016.592,-58.463604,22257.93,2.197038,139.8096,0.35596007,0.34045634,0.48125798,0.06649246,0.0030089738,0.0001327311,0.0038139073,0.0020392577,6.3848354e-05,164.8863,47.345406,230.82687,18.5621,0.7909924,65.20037,56.09761,51.565987,0.001925513,87.064514,1.0762757,7.531042,0.009488011,0.0
1.0,757.05054,11.07151,1557.6251,30045.143,214.95952,22590.564,1.404936,135.13083,0.35938054,0.42752278,0.5172887,0.061870534,0.0028916744,0.00032894188,0.003107431,0.0003102497,-7.751234e-05,143.32541,55.706936,285.00116,-1.1612747,0.88706595,53.111607,53.66363,56.834007,0.003212816,84.97949,1.4892663,7.350312,0.16475731,0.0
0.99997157,-37.874786,10.942267,1425.7815,40263.043,10.24562,34854.277,3.068124,110.74448,0.35797104,0.34455523,0.52343476,0.062252443,0.0046033883,5.587643e-05,0.0038195055,-0.00058260025,3.1564494e-05,181.58849,41.82191,249.66412,27.25323,0.846689,48.99002,59.30075,66.66064,0.002437402,93.812065,1.5589119,6.0400586,0.1986415,0.0
0.029484918,606.4507,11.537739,1227.94,24092.418,-328.7479,26830.475,1.3893043,119.81109,0.30878362,0.40957087,0.44207877,0.07220153,0.0065256204,0.00031077568,0.0037844155,8.6244494e-05,-1.8014072e-05,183.0891,44.264977,252.59879,11.075261,0.86749834,55.46724,62.747204,71.32912,0.0015956117,79.0069,0.19104473,5.0764637,-0.017946698,0.0
0.6762622,238.63379,9.441935,1326.9469,14334.874,-4.1865654,25146.41,1.0548329,109.171,0.3040756,0.28886813,0.49519655,0.084582955,0.0058237915,0.00031139725,0.002999158,-0.0008295754,-5.177659e-05,178.7421,42.88682,270.38837,36.454716,0.9107917,64.30763,49.410065,41.42751,0.0028981548,73.38575,0.50490946,6.470421,0.024524199,0.0
0.9996282,207.64775,11.615453,1053.2653,43608.38,182.23738,26953.912,2.0901241,122.382965,0.3116427,0.3251409,0.56587034,0.064718015,0.00399085,0.0002802605,0.0043196823,0.0006853844,9.459379e-05,163.22334,50.09623,309.02887,30.361965,0.8333634,56.62409,69.60573,45.63022,0.0031612872,74.62141,0.47168627,5.470198,0.15998861,0.0
0.9999992,-40.29101,9.56164,822.18634,18942.926,-57.37198,31272.14,2.7081938,115.56903,0.37946177,0.38717347,0.489756,0.07540773,0.0025505486,9.6406155e-05,0.0034292543,0.0012423742,0.0001352204,156.60175,39.719254,247.9761,-6.07082,0.80381143,52.134037,50.03651,58.766235,0.0045172903,68.48048,0.3495397,5.423481,0.28671986,0.0
0.07333686,365.17645,9.105419,1164.2478,32293.697,434.7357,30830.904,1.1314657,107.56493,0.3471161,0.36751127,0.563304,0.070908725,0.0046214103,0.00032138656,0.003932762,-0.0008957398,5.8698126e-05,138.0475,43.375336,242.1996,31.21348,0.7997477,61.436134,44.773094,59.195576,0.0011424839,79.40277,0.43917513,4.3815737,0.14718749,0.0
0.40065873,77.93034,9.555226,1413.2802,34003.44,-175.27423,423.10724,2.320262,113.06495,0.3295125,0.29332852,0.49115434,0.07236431,0.005953464,0.0003053055,0.0015582747,-0.00031016406,0.00010239828,165.68404,49.34565,233.63545,14.281708,0.83394855,55.917397,60.816574,58.27359,0.003423448,90.99978,0.4198078,5.1247873,0.13526326,0.0
0.9999994,292.01602,10.594448,1385.9325,20101.164,-192.90105,28373.877,1.2491798,115.395805,0.3218245,0.37792736,0.45873958,0.073828936,0.004815272,0.00021820201,0.0058431723,-0.00095557474,-0.00022095728,169.35306,42.909107,249.01733,24.825869,0.8766576,50.686012,54.378395,64.30134,0.0029710934,60.482723,0.8105864,7.4203224,0.08428455,0.0
0.42136118,237.57082,10.174518,885.1386,35030.297,159.7536,36044.33,1.203039,118.73027,0.3181001,0.28751084,0.53957635,0.07727298,0.0044256477,0.00023532224,0.003666666,0.0013766419,-3.7905542e-05,163.45905,45.33825,261.57285,13.677445,0.8658906,53.205986,61.164005,48.671074,0.0029019741,83.13293,0.9132376,4.8896585,0.20892006,0.0
0.17305988,107.366035,10.330294,1137.1611,12056.062,320.0391,11405.193,2.0406244,114.49537,0.33089587,0.344626,0.4072975,0.07375271,0.0050909845,0.0002425546,0.0033771193,-0.0004885579,-7.5826225e-05,176.17075,44.770622,240.3606,30.893612,0.94739425,58.97554,43.066128,55.301895,0.003092721,78.53689,0.8315981,7.5178075,0.0038250918,0.0
0.98731583,263.37097,9.716839,1199.3864,-8150.4595,-163.13232,33806.363,2.9950905,129.34889,0.31646952,0.29120508,0.49672785,0.06852489,0.005316933,0.00026824416,0.003627891,-0.00020166657,-0.00010975047,171.93579,45.332584,242.95694,45.9208,0.8897693,58.66753,59.19818,38.353046,0.0027725955,107.75122,0.9776765,5.1150017,0.14600502,0.0
inf,-27.955286,7.887003,1171.9977,13772.459,-122.79167,20998.404,0.14715187,116.54852,0.29436308,0.31707394,0.48265585,0.072030604,0.003020243,0.00045372947,0.0023767238,0.0009174193,1.7002403e-05,184.90129,48.81193,282.1004,33.302074,0.8579073,61.17607,62.448727,62.67417,0.0028769718,89.0636,0.8307673,6.2962346,0.008459087,0.0
0.056263283,604.6532,7.90465,1344.3688,15482.676,89.22643,35335.656,2.0405319,135.01064,0.3705232,0.31757492,0.5409508,0.07436124,0.0048122318,0.00025884478,0.0030656534,-0.0009986782,7.1589566e-05,161.37961,31.259205,241.04811,14.763287,0.8494268,62.411205,60.19245,53.552197,0.0030207543,76.38093,1.7668453,7.097344,0.09362156,0.0
0.99359506,207.67998,10.802844,721.2773,15510.692,-25.23371,37893.363,2.0929255,143.21237,0.34181583,0.28758246,0.4706754,0.0730888,0.0052628284,0.00026213666,0.0017933729,0.00041400513,0.00016087414,185.97243,36.394627,243.9326,19.013836,0.77401453,53.874767,70.89718,55.18435,0.0012100933,73.87191,1.9676515,5.6757116,0.24312231,0.0
0.06398105,513.7059,9.24444,1011.8129,10963.812,-168.7109,12172.508,1.4550339,146.8855,0.4268622,0.25146332,0.51877475,0.067227356,0.004799188,0.00032969445,0.003884515,0.0014276291,-3.775617e-05,154.57495,45.82048,250.91805,37.829754,0.8546853,60.64485,55.890327,66.08205,0.002567425,73.82995,0.37234756,6.219243,0.17167439,0.0
0.82490385,623.3447,9.941471,1379.1359,17106.158,351.8891,34676.527,2.1646018,126.36801,0.34259713,0.2619106,0.50056046,0.07855906,0.0045564477,0.00021492506,0.0032473884,-0.00026592912,-5.383703e-05,159.96767,56.761166,249.52525,37.723583,0.85426146,60.148296,55.767467,33.392937,0.0023757631,91.82593,1.4141662,4.577538,0.060824793,0.0
0.6414994,521.7736,10.511486,1151.0732,16455.574,67.36587,3725.8044,1.2330682,142.48265,0.31649143,0.3061136,0.52471495,0.08420696,0.004395676,0.00014494173,0.003613597,0.0004988583,3.0791238e-05,200.81708,46.73525,232.25139,14.467129,0.87837374,62.985302,54.02116,59.638824,0.00246869,77.44832,1.2068691,4.69309,0.012317946,0.0
0.0015829765,202.8679,10.590021,1199.5411,13867.297,83.18327,14412.634,1.6059917,106.493225,0.4299615,0.38454622,0.57103014,0.070949905,0.004695456,6.5503e-05,0.0022558232,0.0010006534,2.2190023e-05,153.50964,34.0789,247.87161,44.792618,0.7707524,58.06329,62.696068,43.57821,0.004016851,98.87652,0.23321415,4.000729,-0.019166272,0.0
0.74127734,435.57617,8.593269,1340.6256,17404.822,-87.59539,35808.793,1.4164354,125.7842,0.35457578,0.33027858,0.3965894,0.075007856,0.003907141,0.00014254024,0.0036680992,0.0011194921,8.821083e-05,191.38324,47.25724,224.10553,20.574776,0.88896996,61.67533,65.21861,46.935505,0.0014351325,64.33757,0.72581947,6.9339514,0.21227425,0.0
0.062608995,435.6759,10.800756,1106.2267,17117.43,124.88469,33735.832,1.2433,124.138985,0.3533663,0.31090212,0.55210364,0.07372651,0.0028746135,6.2451596e-05,0.0024580776,0.0016204368,5.421542e-05,192.30057,45.23739,271.85126,47.421055,0.8584151,55.657852,48.18124,39.632378,0.0013370498,81.20975,0.47805053,4.553097,0.099331014,0.0
inf,350.06274,8.992065,1368.7145,49924.535,128.33788,9301.426,0.14742287,125.8268,0.35991892,0.2962865,0.52899027,0.07229939,0.002148366,0.00012520139,0.0020986346,0.0010772634,4.9695027e-05,177.25282,31.701357,247.31544,45.72952,0.82845783,65.32884,61.731674,54.701633,0.0034455794,87.39519,1.623876,6.948496,0.21050684,0.0
0.9513524,153.90106,10.409632,1388.2422,35675.523,-361.8916,23269.883,1.5762079,133.4316,0.47446308,0.304724,0.5577521,0.08003306,0.0039271037,0.00012712785,0.0034021141,0.0010755798,-0.00014341032,126.757774,33.827763,246.95314,25.243433,0.894175,63.466583,57.60588,47.35791,0.0042256014,79.97359,0.29281276,7.7078886,0.07654985,0.0
0.5153607,308.6489,11.430058,1100.1373,25154.352,107.94978,23844.844,1.0433787,120.22812,0.30390704,0.35720345,0.4652105,0.063543506,0.005608797,0.0002112138,0.0033126809,0.0011211556,9.7642296e-05,153.7922,43.865265,232.85007,29.674528,0.8350906,79.968056,61.911858,43.91983,0.004028876,65.529106,1.047047,5.6342173,0.21015029,0.0
0.0070490493,254.27672,9.155542,1376.3784,25198.217,40.9692,5645.833,1.9505396,118.17316,0.35063112,0.32158914,0.42963824,0.083765976,0.0032335094,0.00029426746,0.0035781884,0.0015089134,-5.5378365e-05,169.74678,30.175755,242.916,41.661774,0.86547214,61.408657,67.41968,44.04559,0.0020262683,83.23649,1.204684,6.829801,-0.05731101,0.0
0.8457807,273.44928,10.564326,1081.3751,29178.398,-218.16957,17002.746,1.5780582,115.59276,0.35265324,0.41584736,0.4453877,0.07264122,0.0039671236,0.00025150503,0.002541149,-0.0015951203,6.7057306e-05,170.9994,39.549767,281.33002,19.838093,0.93200016,63.8007,65.83293,31.55119,0.002450824,91.05238,1.3439751,5.788498,0.1475744,0.0
0.14326558,521.1602,11.55485,1386.822,11772.525,90.91639,26638.748,1.1597737,105.68447,0.40525198,0.33220837,0.4892315,0.06235068,0.0035925682,1.8379067e-05,0.003247627,0.001934361,7.4789015e-05,176.18492,42.08897,232.52162,32.13784,0.82601726,58.86238,65.04051,47.6944,0.0003416056,80.03789,1.596894,4.362493,0.17326559,0.0
0.9999931,412.49753,9.344146,1064.4149,34809.715,257.618,25308.879,1.7213545,103.824875,0.32797074,0.28540206,0.5612512,0.06362332,0.0056333984,0.0002862981,0.00450139,-0.00072571397,8.160051e-05,158.59251,36.505516,289.7368,17.25715,0.83398044,59.8773,54.400085,48.610912,0.00053976645,78.01023,1.671751,8.791452,0.2767914,0.0
0.99629056,166.12958,11.012894,974.88477,11216.966,-30.683628,37321.195,2.4332604,82.5558,0.3272261,0.40102032,0.41412723,0.07101602,0.005886698,0.00020212925,0.0038856554,0.0010936151,0.00018453607,185.8687,33.094936,253.6888,17.634357,0.8647332,47.974686,44.551975,33.94225,0.0027753962,78.58585,1.0386481,5.977199,0.11580627,0.0
0.5454848,321.42496,9.630417,971.627,19265.682,330.67618,18982.504,2.2655308,114.06365,0.36183915,0.35488138,0.4532303,0.06460477,0.006200887,0.00029548662,0.0023519876,0.00044920476,-0.00010782883,160.9699,37.38125,223.5751,23.318617,0.8515272,58.313576,59.718525,51.280975,0.0040674233,76.30322,1.602764,5.204868,0.03828922,0.0
0.014897141,378.35498,10.165477,1007.6477,17286.584,0.33981907,35258.09,1.200193,133.92003,0.324652,0.3169836,0.5696613,0.07199769,0.0035888301,0.00023960078,0.0032124713,0.0011540191,3.1267722e-05,145.25467,42.747643,260.28076,17.60481,0.8309364,66.85337,57.61742,42.458916,0.0046325033,64.21883,0.2503096,5.2912793,0.16861759,0.0
0.36250606,306.69928,9.556401,1230.2605,11930.5625,128.4062,38102.66,1.8827325,121.752846,0.42117947,0.4209572,0.53698885,0.07746925,0.0029465903,0.00024835955,0.0033509608,0.0003330634,3.725323e-05,175.16618,37.649445,223.04219,17.45145,0.8338008,62.607273,67.323296,38.85886,0.0030968962,88.13035,0.6798732,5.337389,-0.07827654,0.0
0.79679483,392.9726,10.627009,1241.495,17986.219,-214.78302,16313.363,1.5599529,120.31611,0.39707282,0.4407944,0.5113167,0.06472949,0.006013396,0.00023024237,0.003146996,-0.0004442191,-7.523367e-05,151.84608,35.771584,274.24112,24.267618,0.8887434,55.98625,59.90308,55.01669,0.0029059849,99.77509,0.8606038,4.8967133,0.20508455,0.0
0.00096955773,196.28488,10.383265,1453.0721,28088.566,222.11133,11784.773,2.2843323,134.63293,0.34097305,0.4748296,0.4856404,0.06041283,0.0025328218,9.041313e-05,0.0040078643,-0.00018900279,4.506966e-05,157.99309,34.74343,255.7237,10.657573,0.84669566,60.29349,54.61401,57.22602,0.00089005043,89.79009,0.5010505,8.662657,0.07893219,0.0
inf,197.64775,9.208015,1102.9047,25202.016,-67.16054,14409.32,0.93575436,105.83941,0.31751406,0.31136316,0.5361563,0.068590336,0.004546067,0.00023676868,0.0008035062,0.0004622662,5.7418765e-06,143.9818,41.4328,245.0795,31.842196,0.87513965,66.30395,48.470943,36.767967,0.0012602364,81.9601,0.45214877,5.684295,0.21239005,0.0
0.4052241,373.15952,9.689157,1228.0797,9685.6455,227.12372,37142.223,1.7893187,108.55446,0.33290234,0.28427204,0.57637143,0.07728352,0.0055392967,0.00011170634,0.0033118438,-0.00036534405,4.4705714e-05,189.22638,46.905228,217.14441,18.562353,0.8915812,63.66891,72.6524,37.036102,0.002820674,88.40102,0.5985783,6.1928177,0.07617807,0.0
0.40833193,415.95395,9.384431,1240.1373,27704.047,-102.92854,20307.45,1.2883848,136.31679,0.346904,0.4195347,0.46697754,0.070992276,0.0043179076,0.00035300016,0.003969937,-0.00056615414,0.0001340603,194.84283,61.10892,265.39282,17.357765,0.89524364,74.59164,48.61565,51.684372,0.0030049798,101.98942,0.63021314,4.373805,0.25534916,0.0
0.7210743,527.4321,9.902039,1297.8792,17412.865,147.12169,41216.984,1.2770623,135.93402,0.3829424,0.36306238,0.5764084,0.07565328,0.0058157663,0.00011342112,0.0043741036,-0.00013401364,-5.3232263e-05,164.20772,37.829613,229.77061,30.157389,0.8818381,56.594162,70.92251,40.615295,0.0004751152,91.69347,0.15621108,4.1834755,0.06866679,0.0
inf,555.2578,8.951166,1216.3441,12789.705,134.90376,5416.6924,0.5904321,90.63468,0.3850439,0.32506102,0.5533163,0.05778085,0.004195838,0.00014484418,0.0029999616,0.002202744,7.949174e-05,164.48035,38.542545,234.33192,22.207035,0.8386164,65.14246,57.226665,42.54954,0.0036019094,94.65664,0.28567237,6.215039,-0.0032362612,0.0
inf,637.3094,10.298341,998.1918,11272.7,-94.60268,20435.932,0.8485141,116.682175,0.4126696,0.372232,0.48946825,0.07174412,0.0030416215,0.00016712525,0.0031816189,-0.0016335251,3.3580473e-05,175.0751,20.437208,242.40128,11.850556,0.82150394,63.821743,54.598526,39.0429,0.002880779,95.25744,1.6140249,5.69215,0.1517994,0.0
0.43453133,384.4934,7.623792,1387.5547,17145.271,-91.09441,31126.316,2.485133,117.65873,0.416622,0.2941629,0.41783565,0.060548145,0.004167256,0.00014635679,0.0008815072,0.0011893045,0.00011265715,189.25989,38.550854,256.7701,31.719427,0.80542165,66.522316,70.28683,41.630848,0.00097202376,87.43048,1.2155958,4.7046933,-0.05844111,0.0
inf,594.8864,11.270204,1043.6146,37298.66,-79.76396,43663.633,0.49910605,99.94675,0.32942447,0.31687716,0.46219778,0.07315291,0.004814662,0.00043425325,0.003348463,-0.0001078283,3.363689e-05,177.77417,53.70062,245.76271,28.062954,0.80959165,61.703506,49.022877,46.527966,0.0023373768,68.598854,1.483698,7.375288,0.1671492,0.0
0.95397455,380.52524,9.550961,1248.6183,18500.98,448.68994,14184.872,1.4552066,128.48575,0.35133845,0.38533047,0.526904,0.07012591,0.0031046374,6.6624365e-05,0.0051749675,-3.2555054e-05,-3.8077244e-05,163.42815,37.396564,286.42612,16.673267,0.82469165,51.277298,62.272335,31.399694,0.0018584899,83.782715,0.7473968,5.7480555,0.31977502,0.0
0.35833734,120.86194,10.5502405,927.157,22022.258,-24.355581,47527.195,2.773242,99.09299,0.314155,0.32057947,0.5060962,0.07135161,0.0026409826,0.00021230876,0.004313274,-0.00016037663,-3.714281e-05,189.82133,44.96415,242.09642,24.406809,0.84954876,51.93359,58.657196,65.52973,0.0012596578,69.68081,1.0663056,7.3777466,0.2420734,0.0
0.08504442,773.4426,10.148747,1039.0864,9149.481,157.51758,25527.092,2.7004242,107.42133,0.37858024,0.26604697,0.56072,0.067954846,0.005324792,0.00010437846,0.0040889834,-0.00096222886,0.000113769995,178.6362,46.68608,233.32704,23.465178,0.91707385,51.66144,59.692696,54.438,0.003243478,80.942215,0.82402295,8.883633,0.025971996,0.0
0.58217597,568.66644,9.837807,1031.1302,38950.883,439.0642,25832.46,2.3867376,105.94339,0.3046241,0.43921152,0.5755368,0.072512925,0.003109599,0.00021003849,0.0016062595,0.0011268896,1.7137902e-05,148.82776,29.872341,234.32335,37.884956,0.91496587,50.530922,56.444763,52.664318,0.002581443,79.32144,1.5426403,5.0835447,0.115229264,0.0
inf,624.22797,9.519733,1168.3094,16425.02,-177.07422,16892.662,0.42365977,120.01988,0.45865452,0.4326519,0.47364295,0.06909811,0.0036416273,0.0003365323,0.0029848772,0.0013676829,5.693666e-05,148.74815,51.53932,236.09065,39.69564,0.89221793,71.843025,59.39596,54.81331,0.0028897189,77.61031,1.4060637,6.9072943,-0.015918825,0.0
inf,590.6668,8.398395,1099.8184,28777.88,475.84695,12664.667,0.44944304,107.63285,0.39010793,0.34983188,0.48229983,0.07712889,0.004611112,0.00017102805,0.0026126963,-0.00028079082,-1.7897153e-05,216.53006,40.080612,235.11987,42.21893,0.8313051,65.7331,62.126144,42.998535,0.002263465,64.7075,1.0820693,7.7227263,0.088108785,0.0
inf,548.6826,12.158167,1409.4799,13463.072,-31.002417,12003.696,0.85671216,121.59089,0.34948587,0.30298865,0.5468467,0.07289484,0.004921974,0.00014724326,0.0023122989,-0.0009961418,0.0001203793,175.886,34.070232,265.9553,5.6086993,0.8743798,56.37262,47.805115,51.908203,0.0022809773,99.374565,1.0167658,5.457401,0.08857253,0.0
