pft,sw,par,ta,vpd,wds,lai,sza
10,634.4,1183.0,20.659498965,10.6208,6.6006921765,0.5,54.24410052195951
10,548.3,987.0,7.2123327915,6.1078,7.7145336345,0.3,63.11999491638646
10,128.25,269.0,4.7155306845,1.0587483999999998,3.9008530225,0.5,70.31323112559492
10,310.45,560.55,22.08676611,15.44215,3.243766594,1.2000000000000002,63.71504735748519
10,476.55,866.5,22.122746435000003,19.047600000000003,6.1280705645,0.3,55.215496003842624
10,452.45,829.0,21.839297595,17.1707,6.7011604735,0.3,56.39855868370072
10,120.95,235.7,23.897549575,10.8509675,0.7474721249999999,1.6,70.92627262257326
10,161.7,345.65,-0.6080912553381383,2.7797868,1.5387464835131834,0.3,66.54359867109915
10,0.0,685.8487210430426,7.0134853935,6.95165,5.129587972,0.3,75.89968487489885
10,0.0005,0.0,-6.745881277,0.6281813,2.6337201375,0.1,90.0
10,512.05,1021.0,-3.101670609,1.74092635,0.6093898025,0.3,53.60468461230279
10,0.054,0.0155,9.242220132,3.7797747,4.8287386285,0.2,90.0
12,377.815,770.9224999999999,27.664,10.44105,1.692506,1.8,69.17677665151673
12,143.317,251.1362,30.3045,18.6815,2.684925,0.9,71.71089989519665
12,0.0,0.1682045999999999,18.9445,1.12715,0.6161593,0.7000000000000001,90.0
12,862.575,1407.4565,27.2325,17.301000000000002,2.6984545,3.9,38.31773387253714
12,649.875,1268.11,28.76,17.459000000000003,0.7861163499999999,2.6,27.85413789878132
12,608.2950000000001,1242.512,32.7085,17.0775,1.2225695,2.9000000000000004,19.12765813133885
12,311.59000000000003,571.1469,25.4845,22.921,3.702218,0.7000000000000001,60.7426204416764
12,756.325,1154.727,29.314,24.69,1.4050785,1.2000000000000002,45.36354029769731
12,748.0,1518.545,34.857,31.6105,3.029715,2.0,26.76346971973817
12,85.7895,162.2609,22.5045,8.23305,4.58417,0.6000000000000001,71.76311761994769
12,792.5150000000001,1543.753,32.8865,29.071,2.3258650000000003,1.8,24.76241605735001
12,711.03,818.39935,27.7975,6.6426,3.868113,0.9,26.642422395257345
12,554.21,991.9292,21.6555,8.0982,3.816319,1.4,56.59812017169944
12,360.425,666.8887,23.672,0.27154,1.9360375,1.2000000000000002,56.72116519071118
12,896.24,1931.0855,30.865,22.7765,1.757516,1.0,23.34708618868561
12,449.04,713.22945,27.854,16.322499999999998,3.8189795,0.9,49.42077288360465
12,573.88,1145.5025,29.549,16.2215,2.3698585000000003,1.8,57.6469136613233
12,839.6300000000001,1539.789,31.714,27.451500000000003,2.792864,0.8,16.46109674574729
12,575.175,1134.52975,30.306,12.526,1.63471,3.6,33.53513086022162
12,542.9079151678012,940.8761838633416,28.4328577804174,12.823947616382206,4.689747349585703,1.0,33.68726333751621
12,545.0450000000001,890.1849500000001,23.152,7.8006,1.650444,3.3000000000000003,62.72718497333112
12,336.825,598.9916000000001,27.129,12.5735,2.17093,2.7,27.97
12,433.66,741.7628,27.319000000000003,16.532,3.521732,3.2,55.395809207782605
12,964.495,1473.6529999999998,28.91,22.8775,2.0655575,0.9,16.54042775338899
12,77.1665,153.78422,26.052,7.01565,3.7469905,0.6000000000000001,71.71089989519665
12,245.015,433.3791,21.579500000000003,0.296315,2.5201005,0.7000000000000001,57.075865849392514
12,795.3609710178656,1380.1030726261265,28.446595746368857,18.324628801823263,2.894077328069076,4.5,19.88609092622817
12,320.23,657.24185,29.5875,20.774,2.8858335,1.2000000000000002,60.29709619782165
12,127.64,232.19075,26.097,6.4402,0.6262187,2.1,58.44788312090085
12,610.0899999999999,1253.3674999999998,31.624,13.8875,1.845735,3.3000000000000003,46.86042471758503
12,603.44,1169.7245,33.5325,31.54,2.964789,1.8,27.92040131749776
12,480.235,816.3849,27.586,6.29745,5.001506,2.6,60.60880230809664
12,523.2349999999999,980.2745,21.7285,13.4375,5.6605655,0.6000000000000001,33.68726333751621
12,945.5,1274.0777,28.1775,20.6515,2.0567855,0.9,24.51
12,386.47,663.63915,27.1325,7.52305,2.6004415,3.6,62.72718497333112
12,369.995,643.3851999999999,28.952,8.598849999999999,2.6942585,0.9,48.93054050447264
12,656.145,1116.3670000000002,27.6225,8.5872,2.7546435,0.6000000000000001,37.66052495591936
12,874.81,1808.906,30.0265,20.7295,3.6560535,0.8,33.82463826018398
12,797.9200000000001,1487.2185,34.1575,27.665,3.2883875,1.4,27.451641919982613
12,812.64,1461.4685,33.2255,21.724,3.660554,2.5,29.221801228090627
12,635.5,1154.2515,7.34735,6.5112,3.5064115,0.5,41.42557873971842
12,1.83415,10.335335,19.7095,13.711,4.9037925,0.2,72.60168583931201
12,0.0,0.07120763,13.0965,7.17185,3.5910635,0.2,90.0
12,946.5,1641.247,26.1325,22.2915,1.4043125,0.6000000000000001,21.282837617096813
12,303.06,626.1113,13.4655,4.45945,4.5008490000000005,0.4,35.976486706518706
12,59.643,143.8474,21.231,9.22485,5.689154,0.5,45.96450661315996
12,194.395,338.91700000000003,15.314,2.51575,6.4289415000000005,0.7000000000000001,73.1707905535205
12,764.975,1246.2505,9.8384,9.92095,3.273324,0.2,47.08198138682934
12,594.2,1007.7211,4.3253,6.887700000000001,3.7300385,0.5,49.5173361524213
12,822.11,941.83545,15.7645,13.554,2.68812,0.3,40.64638066580525
12,913.03,1648.5015,11.4915,9.698,2.89344,0.5,29.89035656089696
12,30.747,54.620345,10.2635,0.217935,6.500945,0.3,72.21161748852634
12,369.78,624.5985000000001,-1.13245,2.42715,3.2566845,0.6000000000000001,49.27950324146729
12,0.0,0.0557992249999999,11.303999999999998,2.2879,1.5735264999999998,0.8,90.0
12,0.0,0.069694505,5.47215,2.69375,1.696275,0.4,90.0
12,10.5645,20.58612,19.5935,4.415340400866131,3.9384075,0.9,72.80612808248837
12,1018.0,1836.3985,9.22805,7.919449999999999,3.059836,0.5,32.991768035013216
12,234.495,384.8978,12.6735,8.62135,3.912974,0.4,38.18942914321675
12,828.335,1506.3855,19.998,13.49,6.9332065,0.6000000000000001,30.31
12,263.115,464.87235,3.58595,5.22655,3.096621,0.5,58.89663577467877
12,90.6675,135.460055,12.062,4.020849999999999,2.5359435,0.3,74.93211266683515
12,990.65,1611.8125,16.856,12.3615,1.9997345,0.5,26.08
12,503.64,913.2927,28.1075,20.0355,8.341377000000001,0.3,39.855757431487184
12,433.815,564.94395,2.1972,1.6547999999999998,2.1102715,0.3,69.32383873741534
12,512.17,754.65915,14.9025,6.0073,2.6828555,0.8,53.43609596036399
12,388.92,726.98895,24.077,8.20835,3.8795725,0.8,73.64823818745853
12,609.8499999999999,1153.245,24.537,10.4342,2.8629905,1.1,51.26285571785969
12,0.0,0.15097095,16.678,0.8831,1.0258045999999998,1.9,90.0
12,580.05,1044.8005,9.46595,6.53885,5.1545025,0.3,58.844068958200936
12,206.215,316.75655,12.2695,8.193950000000001,1.145535,0.5,71.16587838902092
12,65.0625,116.9218,24.3995,17.0925,3.10546,0.4,71.8636864172702
12,618.37,1072.1796,19.5575,12.296,4.233563999999999,1.8,37.50477491415926
12,643.9,1247.2115,31.4205,21.286,5.0060415,2.1,39.7468014058921
12,535.455,939.68205,18.3185,12.8425,3.6365635,1.0,43.05912608465119
12,662.16,1197.2334999999998,30.929,17.887999999999998,2.1166715,2.1,48.7700368523164
12,642.79,1207.8325,27.254,13.447,4.849093,0.8,55.02173340210274
12,660.285,1133.8935,25.169,6.72215,1.876033,1.9,55.06926986495292
12,772.25,1455.55,29.801,27.8185,2.63646,1.0,40.2952947872462
12,75.899,119.2995,18.709,11.962,3.0192765,0.9,76.69952040147085
12,369.71,671.2876,25.24,9.6237,1.7026505,0.8,67.90523650643931
12,107.513,166.3483,3.6327,0.049845,2.8922585,0.2,62.76096606332107
12,603.785,1058.1767,24.951,20.616,1.8530365,0.8,48.53156164476138
12,208.32,320.15175,17.5445,7.59615,4.683510500000001,0.4,70.27085382573291
12,626.2,1132.765,26.633,20.7445,2.312048,1.7000000000000002,42.58248866853933
12,423.4500000000001,610.9259999999999,8.31225,3.4064500000000004,4.1549665000000005,0.4,72.02127014237175
12,154.54000000000002,248.4014,1.004135,1.9022,3.7051065,0.6000000000000001,72.02127014237175
12,0.375695,0.093942685,5.3004,2.25525,5.273971,0.3,90.0
12,0.0,0.064030655,17.531,0.17435,0.80160375,2.4000000000000004,90.0
12,592.5439759906035,1027.2347842464087,20.173158175754708,13.372894341117163,4.151489515894879,0.9,47.029676407472905
12,406.215,702.9978,16.938000000000002,2.1377,2.7129615,0.8,72.69345441715463
12,0.0,0.0868228,-4.7079,2.3852,4.3097395,0.2,90.0
12,166.125,254.5109,1.02757,0.000766,3.9194225,0.3,62.47103884715809
12,0.0,0.07328613,-3.74385,1.014895,2.087511,0.3,90.0
12,10.372738732253625,14.352367722866802,-1.3480692137429204,2.548612750777529,4.29427139103775,0.3,90.0
12,354.27,797.1784,-15.8625,0.5257050000000001,1.6164513548419115,0.3,64.15462829348984
12,288.16235,610.6154579500001,21.565375000000003,8.857751017,1.4806225,3.5,38.04859348882907
12,103.767285,228.2511,24.782345,9.740133765,3.3619995,1.6,49.101736321386255
12,-2.4115995000000003,0.0,11.610615,4.8922481335,1.4413655,0.4,90.0
12,530.43655,1108.580438,28.90629,11.97690779,2.3833595,2.7,40.86340326814092
12,374.5658,753.5691637,20.259635,4.5497504825,1.01644205,2.1,57.07969758154276
12,317.4723,662.6731500999999,28.619415,21.741522885,2.286538,1.3,59.16712717403808
12,402.07945,780.1041166,23.224975,13.29220669,1.5124855,1.8,48.60700936902234
12,899.4473,1858.551433,27.32198,18.36268898,1.3350845,2.5,27.297577146914648
12,212.55875,455.6545548,27.081785,10.395550475,2.068357,2.4000000000000004,45.19667800352218
12,719.8075,1471.574,21.45246,4.5960271795,3.621293,0.8,46.66526922741905
12,104.6747,234.4888371,20.62501,7.6421962805,1.423451,3.5,46.281207260711824
12,846.92665,1733.217,22.223155,12.60466375,2.2924525,1.7000000000000002,36.60747075676409
12,691.03075,1307.1661370000002,27.52941,14.59629834,1.6681625,1.8,23.063611712447194
12,575.99935,650.4604,23.652,5.676376398,3.5480075,2.4000000000000004,28.361095669290275
12,317.07135,639.9227293,17.669555000000003,8.7234034635,5.374786,0.8,57.48721468726606
12,740.59115,1516.512,25.519995,20.13881622,1.503877,1.2000000000000002,38.29520860663504
12,272.68305,571.65985,19.51461,5.13682823,3.323918,0.9,67.71014310396387
12,359.98315,734.08157625,25.457135,16.157396585,5.1567165,1.3,59.0542253350083
12,680.54795,1258.9158105,25.421775,10.193580685,1.1299855,1.8,36.60747075676409
12,4.2160255,14.1522985,22.777565,1.7869011645,2.006112,2.1,48.68138498898548
12,347.8155,712.7867,17.01659,1.894758002,2.090612,1.5,33.35071518640664
12,148.92539,325.88578485,21.068755,0.957674587,1.619066,2.6,59.78024810899205
12,826.1912500000001,1700.6215,24.80029,19.051905245,2.5110210000000004,1.7000000000000002,29.3517499556474
12,117.4423,178.18745,22.8435,4.1431141305,2.128387,2.4000000000000004,32.88934757458024
12,536.9341,1116.1155,21.57411,6.147930086000001,1.7757770000000002,2.7,61.78200321409131
12,867.7968000000001,1753.8274495,26.683995,15.705367885,1.3615306,1.3,22.65911532208733
12,296.52435,618.0830642,24.903515,14.99994691,5.838405,0.8,29.513804695257715
12,621.2750000000001,1177.6327225,19.91877,4.880471218,1.372493,1.8,57.1940984753527
12,539.2714000000001,1075.64625255,19.911335,7.1334838435000005,2.6437935,1.2000000000000002,57.04690833143093
12,39.96432,96.607497955,19.813445,4.7899580215,0.6368101,3.5,56.05054746335565
12,0.0,0.002800687,17.506605,0.92794182,0.7010028500000001,1.5,90.0
12,161.29345,327.67560000000003,25.268665,23.496899685,5.673379499999999,0.7000000000000001,70.13080975997669
12,313.0344,658.36935795,22.11907,2.44741035,1.9845845,2.6,49.25970105673655
12,939.5589,1880.194,22.85168,15.44828304,3.027477,1.7000000000000002,27.820769091719832
12,207.0986,396.31255,25.3672925,8.851902337,4.598913,2.6,32.813127240815206
12,401.67045,811.4214795,24.225845,17.23831951,6.440395499999999,0.4,49.27255832338195
12,146.0575,308.59805,16.109115,1.700309312,1.354042,1.8,68.90942379762575
12,774.70965,1597.3075,26.387835000000003,9.9247912985,2.749203,2.2,36.20449443802221
12,658.691,1363.6395,18.042845,4.8556494765,1.138643,1.8,47.71775870236824
12,145.920945,310.64420365,23.223575,14.249395765,2.5805575000000003,2.5,71.61113137788686
12,646.355,1279.7829,21.201500000000003,3.9320602195,7.285779,0.7000000000000001,25.85971897889677
12,253.05755,457.2071,11.94995,7.1908715705,4.8156,0.3,76.20179257053847
12,-0.293165,0.0,-8.7518075,0.5018846175,2.482864,0.1,90.0
12,-0.254975,0.0,6.439686,2.843777411,1.4189235,0.5,90.0
12,693.625,1373.3775,-0.2705635,1.977838995,4.5359515,0.3,49.92133168047834
12,180.49,357.3702,6.420192500000001,6.359310494500001,1.546115,0.1,51.7819559935077
12,-0.46203,0.0,1.701818,0.3273635865,1.0026628,0.3,90.0
12,408.92,809.6616,18.1881475,5.949602091,5.7423945,0.5,43.69803920000648
12,634.69,1256.6862,18.2835,10.799762855,5.326973499999999,0.7000000000000001,41.9607771338777
12,264.9772,529.3981685,0.23727755,1.617906925,1.1071645,0.1,51.07096365641965
12,648.6700000000001,1284.3665999999998,21.1975,3.237045758,6.727045,0.7000000000000001,26.53603246302846
12,197.81375,407.3837385,3.9422435,2.0183822995,4.4744865,0.1,38.456900411269416
12,385.685,763.6563,18.3157895,10.09703365,6.972513,0.3,60.028786224039074
12,244.4421,509.47975,11.909725000000002,4.6844066925,5.5517845,0.7000000000000001,31.532200484397467
12,699.26,1384.5348,0.7186655000000001,2.4083481325,4.4587875,0.1,51.07096365641965
12,373.34605,578.046504,1.4170945,4.4789148575,4.889589000000001,0.2,62.551311309671966
12,229.30435,472.9682655,3.489711,0.894215306,2.8447195,0.2,49.51462450873682
12,157.085,311.0283,12.8667415,5.693875173,1.8721105,0.2,74.0225568382849
12,802.2,1588.356,16.981561499999998,9.288906385,5.865512,0.3,37.76260406436125
12,455.10605,927.04965,11.35562,6.8747591615,3.965923,0.5,34.413060533978275
12,199.52375,424.8725,27.65917,23.392177745,1.7659575,0.6000000000000001,50.14798059254856
12,176.275,349.0245,12.976478,0.9204034805,4.507016999999999,0.5,30.10120792107566
12,24.127235,55.34190025,3.1678265,2.163235579,4.4382705,0.1,61.27186698454826
12,551.3652500000001,1097.2708,12.684715,5.0033256165,5.4704585,0.7000000000000001,39.72859715449986
12,418.3011,798.7999,12.624175,6.5815420575,2.4543275,0.6000000000000001,70.1274985905508
12,101.16954,200.3156892,13.0505,3.4747062015,1.2929425,0.2,71.64612184593192
12,339.208,696.1990000000001,23.89791,16.774206575,3.2518915,0.5,62.56252403552525
12,-0.0846982695,0.0,22.109715,0.5567953475,0.3542884,1.5,90.0
12,70.17901,167.77044605,9.608866,3.119656094,5.376353999999999,0.3,65.36386824401458
12,38.9605,77.14179,13.712,0.0,2.334802,1.3,65.86692926868234
12,455.12,901.1376,18.7605,2.772758495,3.0171375,1.6,70.14328626324175
12,632.9292,1296.3377125000002,22.927205,10.503977932,1.288889,0.8,55.77348296240559
12,300.39325,630.4574377,20.694355,12.882008045,1.7132185,0.3,61.4337977676584
12,-3.231298,0.0,5.905200000000001,0.7112500815,2.6892095,0.2,90.0
12,148.617835,310.55015,22.85058,4.772109325500001,2.792758,1.2000000000000002,42.60180170989116
12,-0.9462304,0.0,15.090225,2.1731938595,5.407647,0.3,90.0
12,597.65945,1180.3855,16.064045,6.283638581,1.877523,0.6000000000000001,51.36708045157091
12,-1.6648015,0.0,15.822045,3.0819938735,1.3169005,0.8,90.0
12,59.714285,136.41665,10.94042,1.498041251,6.590876,0.3,60.17547445616183
12,128.611375,279.2120079,25.149435,5.162657134,1.0708447,1.5,70.94133813506227
12,72.98368500000001,156.22345,14.7972,2.5311914955,3.329505,0.7000000000000001,68.57745055073967
12,13.8125825,33.0827525,15.505945,0.5146866864999999,1.646791,1.4,90.0
12,137.04,271.3392,14.5355,0.368445243,1.1962005,1.3,49.46095829876708
12,374.28545,763.07375935,26.219045,18.581054525,1.721749,0.8,59.68411138603989
12,353.12495,695.9759,9.8430185,2.7590198655,2.4927245,0.3,70.75979840062479
12,130.00435,268.40125,-3.5743145,1.8518015215,1.8518855,0.2,71.26837022278451
12,501.6373,989.90796965,5.187559,4.4394161045,2.7792495,0.4,62.252016906116594
12,533.7947,1086.102,18.80154,9.892805862,1.4307185,0.6000000000000001,54.10060312945952
12,499.8169,820.0418999999999,16.87354,9.84935027,3.46304,0.3,63.24638152410779
12,432.035,855.4293,19.7765,9.4677622105,3.939739,2.0,53.94584425316584
12,384.11,760.5378000000001,-3.880294,0.95648904,2.5907855,0.1,65.84662966665567
12,652.60095,960.26668,1.2581475,2.282879528,3.63854,0.1,54.09081653118188
12,10.500846496147204,21.840551663887368,-2.764822,0.1010672532392328,2.454253,0.1,90.0
12,246.36919489548183,500.976839941034,-3.116044,1.916578389174028,5.719374999999999,0.1,74.20820289230754
12,328.7373986566436,668.2972781855156,-6.4566065,1.118534080474083,2.6508635,0.2,63.92532305249999
4,883.885,1459.75,29.199,2.901,2.3315,0.9,31.09964810383808
4,276.125,325.985,30.3155,2.7110000000000003,5.170276340842461,1.4,64.81473231439165
4,-6.008,4.3858142572135534,15.1785,0.3319999999999999,0.7505,0.9,90.0
4,181.445,253.435,22.216,0.4485,5.4005,1.1,54.21327525548416
4,452.845,774.88,20.9335,0.8055,5.528499999999999,1.1,52.22195753674861
4,-4.7375,4.3858142572135534,14.378,0.285,3.792,1.2000000000000002,90.0
4,454.505,753.815,24.1645,1.9905,3.1875,1.2000000000000002,64.3481596155197
4,361.6,560.0,23.3545,0.687,7.6395,1.2000000000000002,44.47592778216222
4,592.7,932.935,24.9845,1.2885,5.478,1.0,29.92491280322306
4,64.7625,50.6,9.939,0.093,3.1645917205799905,0.2,63.50678933337225
4,783.37,1254.6999999999998,29.6715,3.028,11.9925,0.9,38.69024967990698
4,357.89,431.54,18.87,0.4975,5.499218286543638,1.8,31.082932104064675
4,863.38,1502.0,23.836,1.668,2.8445,1.0,31.926328776060146
4,443.84,557.725,20.0995,0.8095,2.4695,1.4,45.90049093017001
4,6.4025,105.97005651989735,14.2535,0.0675,4.6275,1.2000000000000002,52.59778313489347
4,864.23,1159.3000000000002,27.042,1.9485,4.242029893239659,1.5,31.702084086040376
4,3.8305000000000007,100.95179722466258,12.798,0.0925,4.930722340272892,1.3,74.21673686929314
4,270.67,447.39,27.405,2.78,2.6805000000000003,1.1,74.97722776349323
4,869.9200000000001,1549.3000000000002,20.6155,1.1855,2.2295,1.0,22.64597157501917
4,728.595,976.995,30.03,2.3915,5.013999999999999,1.4,34.28815525626203
4,819.985,1092.6,22.5185,0.966,2.6865,1.3,31.87134432379948
4,814.12,1228.4,26.9725,1.137,7.088,1.1,34.28815525626203
4,499.63,627.28,20.809,0.7569999999999999,4.467330694077491,1.8,31.926328776060146
4,237.995,271.025,20.5445,0.903,0.733,1.3,68.42899424751458
4,896.025,1546.25,22.1315,1.987,6.3725000000000005,1.2000000000000002,31.62045286885586
4,471.265,710.875,16.391,0.231,5.577,1.2000000000000002,32.06882815101192
4,515.98,871.32,18.2945,0.8160000000000001,3.0855,1.2000000000000002,52.32734689601027
4,756.375,957.53,21.754,1.0739999999999998,2.3985,1.4,36.24834380543994
4,307.525,793.21,20.357,0.735,5.067,1.2000000000000002,41.1529139830341
4,714.675,1167.5,30.5755,3.1895,2.108,0.9,48.47714560491298
4,17.718,32.37947127677402,16.381,0.189,2.3335,1.3,81.93753421740642
4,142.2685,134.893,18.4,0.698,3.4160000000000004,1.2000000000000002,64.6709042178159
4,564.55,829.395,28.5825,1.3815,7.021000000000001,1.1,55.47965112705607
4,363.255,436.14,19.145,0.518,5.314924476140986,1.8,22.64597157501917
4,414.245,560.6,19.495,1.1015,4.6235,1.6,44.47592778216222
4,691.665,1067.73,25.710500000000003,1.9175,6.177,0.9,42.8409820272278
4,810.095,1230.25,19.700000000000003,0.77,3.9955,1.6,32.135823124409235
4,498.54,664.6199999999999,19.335,0.85,2.6355,0.9,33.35077074273283
4,826.25,1256.45,20.4845,0.853,3.173,1.6,23.977530475252795
4,774.7,1165.8000000000002,24.9895,1.0975,1.1725,1.0,31.92
4,340.405,511.225,12.6535,0.6719999999999999,5.07,0.6000000000000001,65.58522302608833
4,384.08,26.7025,9.834,0.399,9.440452853859451,0.2,49.9265693371987
4,0.2875,4.3858142572135534,5.811999999999999,0.4345,4.454,0.3,90.0
4,269.615,410.525,4.2015,0.217,8.3615,0.4,47.12209241343497
4,695.585,1168.85,8.856,0.5035000000000001,9.793,0.3,38.80970596681544
4,264.275,444.25,5.263,0.321,2.2905,0.2,61.335390997735466
4,337.25,554.135,4.1145,0.3425,10.66,0.2,52.02363029390166
4,215.595,330.9,6.8100000000000005,0.4345,2.9515,0.5,67.3714515762966
4,518.83,773.285,15.576,0.9855,2.544,0.6000000000000001,44.15716687785741
4,585.0699999999999,16.711,10.759,1.0965,3.661,0.3,48.44788480988365
4,525.195,803.62,15.928999999999998,0.977,6.408,0.6000000000000001,54.46496461211693
4,376.04,622.665,13.972,1.1285,5.998206556057543,0.2,46.91247158503705
4,57.756,132.925,-0.056,0.011,7.3075,0.2,61.20936462522526
4,483.6,-4.308999999999999,15.482,1.227,2.760302741744481,0.6000000000000001,57.15087528799774
4,720.325,1316.85,-6.1690000000000005,0.1215,7.3885,0.3,48.44788480988365
4,119.005,177.29500000000002,2.1005000000000003,0.272,2.95724079148255,0.2,73.97265679579044
4,717.915,65.7445,-10.962,0.0705,6.912655161607876,0.2,49.64731916409035
4,217.71,355.87,2.56,0.1815,10.4705,0.3,64.1747089296098
4,665.315,1136.25,5.635,0.507,9.6205,0.2,54.67877062339605
4,299.71500000000003,911.8255575618066,5.1455,0.3429999999999999,1.3160097359555536,0.5,39.233016201264746
4,215.623,229.83,19.23,0.6125,5.708,1.1,33.36063790032359
4,791.065,1234.45,6.766500000000001,0.6015,8.9545,0.4,39.233016201264746
4,197.725,-2.3405,2.5205,0.2545,5.392392417017378,0.3,72.13168157179639
4,876.985,1291.391172439273,15.017,1.3695,10.659241090524011,0.7000000000000001,35.39961523164609
4,326.89,577.6,2.6685,0.1714999999999999,1.312,0.2,44.929727474030855
4,303.495,364.36,7.3465,0.3225,4.542121627623397,0.3,65.05271057529303
4,47.274,52.042,6.3545,0.1865,4.821,0.5,56.43650614948302
4,-4.634499999999999,4.3858142572135534,23.563,1.1915,8.693999999999999,0.8,90.0
4,446.4450000000001,565.36,16.1215,1.1255,4.108,0.4,58.60585461993872
4,604.4449999999999,1023.17,23.086,1.2685,9.136,0.7000000000000001,52.01250832220859
4,683.86,1037.0,19.0055,0.8465,7.915000000000001,0.8,39.61573468693861
4,602.265,990.7555,15.3025,1.1325,3.5780000000000003,0.7000000000000001,52.02895009876257
4,588.2149999999999,788.995,5.3035,0.677,2.432,0.4,55.3
4,15.244,18.664,-1.202,0.177,4.868487506087643,0.3,87.94181601515761
4,211.33,237.765,17.756,0.3645,5.471,0.8,38.13739784369269
4,580.72,823.38,15.636500000000002,0.8285,6.112500000000001,0.6000000000000001,52.02895009876257
4,70.794,96.156,4.6115,0.038,0.851,0.6000000000000001,80.2813020448463
4,311.02,450.0239590888244,12.4225,0.7795000000000001,3.2964062924423088,0.3,69.45600688729621
4,-4.007,4.3858142572135534,9.463,0.093,2.6475,0.4,90.0
4,708.865,1011.915,24.373,2.11,3.422,0.6000000000000001,47.28899295532646
4,181.475,219.375,17.566000000000003,0.2965,5.427,0.9,63.66596421545096
4,12.3355,616.5663741954534,16.5205,0.323,2.5275,0.7000000000000001,44.1665731443105
4,498.1,827.19,19.512500000000003,1.668,2.2835,0.7000000000000001,63.38899130037403
4,70.3595,98.341,6.5715,0.0295,4.4135,0.3,58.60585461993872
4,253.385,371.295,-1.511,0.1015,5.459349969541503,0.3,73.18416913967096
4,371.29,476.85,19.37,1.317,6.739,0.4,69.93772277146527
4,617.505,880.2,18.885,1.1455000000000002,8.28,0.6000000000000001,46.07669467058938
4,-2.7505,4.3858142572135534,3.8525,0.2234999999999999,2.242,0.3,90.0
4,155.45999999999998,216.87334345796305,5.3045,0.262,2.0668434006567047,0.2,70.33849194846823
4,-4.007,4.3858142572135534,8.737,0.041,1.428,0.8,90.0
4,385.61,623.2650000000001,15.926,1.3405,4.993,0.3,64.63699391855118
4,451.11,671.3792710907603,11.3635,1.052,2.8394154508143346,0.3,62.81463777840903
4,0.0,0.0,1.2005,0.179,1.9495,0.1,90.0
4,0.0,0.0,-4.9815000000000005,0.0595,5.604406359061091,0.2,90.0
4,381.035,683.59,3.773,0.443,10.0055,0.2,61.43428868829715
4,663.75,1371.3,30.205,2.908,2.8675,4.9,21.6
4,908.1,1872.35,22.415,1.35,2.0035,4.800000000000001,19.56026326404248
4,22.025,45.015,11.225,0.093,1.2265,2.4000000000000004,88.35135019225123
4,585.5,1231.5,29.36,2.489,2.8895,4.9,39.32761066104408
4,125.85,260.95,23.25,0.258,1.729,5.0,53.5076844660698
4,461.85,930.5,21.21,0.9285,2.126,3.7,32.44333060211202
4,373.15,742.05,21.32,1.655,3.233,4.3,62.58743975600314
4,346.1,712.6,24.115,0.784,1.467,4.4,68.45674723986238
4,739.45,1538.35,23.3,1.0655,1.0825,5.1000000000000005,20.232889543587937
4,927.25,1869.4,34.555,4.3135,2.531,5.4,17.740000000000002
4,79.35,175.7,20.445,0.5985,1.24,4.9,50.81197780047754
4,32.550000000000004,76.8005,26.585,1.153,2.1905,4.4,37.74003905332857
4,764.5,1558.5,22.185,1.593,3.2765,1.7000000000000002,31.988845498608697
4,469.95,928.3,25.67,1.0585,1.772,4.9,45.453166246926855
4,189.2,415.45,22.64,0.172,0.6194999999999999,4.4,43.26811874991287
4,697.2,1369.25,28.82,1.783,1.7075,5.2,25.73245817954014
4,837.9,1716.2,30.68,3.044,3.053,4.9,16.900356825545167
4,461.2,953.65,28.805,1.6065,2.4495,1.7000000000000002,25.789470716430376
4,728.6,1485.0,28.885,2.2855,1.4405,3.3000000000000003,20.260173968349704
4,192.8,390.75,22.085,0.943,0.627,3.1,66.03018061712515
4,615.1,1215.0,29.96,2.063,2.6295,4.800000000000001,20.655723517406983
4,662.25,1366.0,28.18,1.956,1.007,5.0,23.238816078982097
4,207.85,407.4,28.01,2.243,1.4805,4.6000000000000005,62.16486874465626
4,477.8,955.2,19.66,0.849,1.3864999999999998,4.6000000000000005,62.56035851879501
4,436.4,862.0999999999999,21.695,0.144,1.0685,4.9,29.550258380591405
4,85.55000000000001,168.95,21.605,0.1654999999999999,1.849,1.0,62.56035851879501
4,499.75,1000.5,28.35,2.696,1.098,4.7,48.57033870175221
4,50.23,134.75,18.655,0.003,2.0895,5.1000000000000005,17.606563966515616
4,510.65,1053.5,29.155,2.522,2.002,3.3000000000000003,29.293589113517967
4,392.55,775.5,17.505000000000003,0.931,3.7825,4.7,22.49047677464836
4,626.4,1318.0,22.46,1.1205,2.976,4.9,54.89756303021175
4,463.65,986.0,22.63,0.8195,2.3975,3.3000000000000003,33.71216733685414
4,970.75,1903.2,23.33,2.068,1.961,5.800000000000001,22.385723013009603
4,335.6,660.05,17.825000000000003,0.543,1.3595000000000002,4.6000000000000005,73.96569013501095
4,699.05,1506.5,30.605,2.3715,1.469,3.4000000000000004,43.26811874991287
4,32.8,68.3,23.035,0.2065,2.1465,4.4,69.81896408337035
4,9.35,18.45,26.17,0.8795,1.4594999999999998,5.2,84.45053388215584
4,601.7,1239.5,27.32,1.9005,2.4875,6.300000000000001,16.626880668698632
4,375.05,773.3,28.095,1.0385,1.5125,5.2,44.244213463841
4,310.15,658.95,25.06,1.2505,2.2005,4.800000000000001,47.47050282225138
